influencer_name,follower_name
Eddie Harris,Bobby Watson
Lalo Schifrin,David Axelrod
Ray Brown,Monty Alexander
Nat King Cole,Todd Rhodes
Joe Henderson,Branford Marsalis
Wes Montgomery,Joe Satriani
Ben Webster,Branford Marsalis
Ornette Coleman,Tortoise
Lester Young,Charlie Christian
Oscar Peterson,Todd Rhodes
Louis Jordan,Tennessee Ernie Ford
Bud Powell,Archie Shepp
Louis Jordan,Steve Winwood
Charlie Parker,Bobby Watson
Mose Allison,Van Morrison
Cannonball Adderley,Bobby Watson
Jimmy Smith,Steve Winwood
Stan Kenton,David Axelrod
Sonny Rollins,Monty Alexander
Lonnie Liston Smith,Faithless
Sonny Rollins,Branford Marsalis
John McLaughlin,Joe Satriani
Phil Woods,Bobby Watson
Cab Calloway,Sister Rosetta Tharpe
Gerry Mulligan,David Axelrod
Lennie Tristano,Joe Satriani
Hampton Hawes,David Axelrod
Jackie McLean,Branford Marsalis
John Coltrane,Ozomatli
John Coltrane,Joni Mitchell
Art Blakey,Branford Marsalis
Raymond Scott,Boards of Canada
Wayne Shorter,Branford Marsalis
Oliver Nelson,Branford Marsalis
Charles Mingus,Joni Mitchell
Bunny Berigan,Jonah Jones
Pat Martino,Joe Satriani
Dizzy Gillespie,Jonah Jones
Charles Mingus,John Martyn
Dave Brubeck,Joe Sample
Miles Davis,Tortoise
Horace Silver,Joe Sample
Miles Davis,Amon Tobin
Art Blakey,Elvin Jones
Ben Webster,Eddie Shaw
Thelonious Monk,Amon Tobin
John Coltrane,Pat Metheny
Weather Report,Amon Tobin
Max Roach,Shelly Manne
Al Di Meola,Joe Satriani
Charlie Parker,Branford Marsalis
Miles Davis,Branford Marsalis
Herbie Hancock,Bobby Watson
Cecil Taylor,The Flying Luttenbachers
"Lambert, Hendricks & Ross",Joni Mitchell
Albert Ayler,The Flying Luttenbachers
Ornette Coleman,The Flying Luttenbachers
Red Garland,Vince Guaraldi
Thelonious Monk,Joni Mitchell
George Duke,Frankie Knuckles
Wes Montgomery,Stanley Jordan
Miles Davis,Pat Metheny
George Benson,Stanley Jordan
Miles Davis,David Axelrod
Ornette Coleman,Branford Marsalis
Charlie Christian,Joe Satriani
Art Blakey,Bobby Watson
Cab Calloway,Squirrel Nut Zippers
John Coltrane,Branford Marsalis
Louis Jordan,Squirrel Nut Zippers
Louis Prima,Squirrel Nut Zippers
Oscar Peterson,Vince Guaraldi
John Coltrane,Morphine
Hank Mobley,Joe Henderson
Chuck Mangione,Candy Dulfer
Charlie Parker,John Coltrane
J.J. Johnson,Curtis Fuller
Charlie Parker,Archie Shepp
John Coltrane,Archie Shepp
Herbie Hancock,Roger
John Coltrane,Slide Hampton
Paul Weston,Percy Faith
Dizzy Gillespie,John Coltrane
Don Byas,John Coltrane
Gene Ammons,Archie Shepp
Dexter Gordon,John Coltrane
Stanley Clarke,Mr. Big
Manu Dibango,David Byrne
Sonny Stitt,John Coltrane
Sonny Rollins,Archie Shepp
Hank Jones,Bill Evans
Miles Davis,Al Di Meola
Bob Brookmeyer,Curtis Fuller
George Russell,John Coltrane
Oliver Nelson,Archie Shepp
Miles Davis,Bill Evans
John Lewis,Bill Evans
Miles Davis,Curtis Fuller
Lester Young,John Coltrane
Lalo Schifrin,Fatboy Slim
Jean-Luc Ponty,Miri Ben-Ari
Miles Davis,Miri Ben-Ari
Charlie Parker,Slide Hampton
Urbie Green,Curtis Fuller
John Coltrane,Joe Henderson
St̩phane Grappelli,Miri Ben-Ari
Lester Young,Elvin Jones
The Dirty Dozen Brass Band,David Byrne
Cannonball Adderley,Archie Shepp
Sonny Stitt,Ornette Coleman
Nat King Cole,Bill Evans
Chick Corea,Bob Berg
Ornette Coleman,Archie Shepp
Dizzy Gillespie,Slide Hampton
Stan Getz,John Coltrane
Roy Haynes,Elvin Jones
Bob James,Norman Brown
Miles Davis,Thad Jones
Thelonious Monk,Bill Evans
Dave Koz,Candy Dulfer
Keith Jarrett,George Winston
Manu Dibango,KC & the Sunshine Band
"Grover Washington, Jr.",Candy Dulfer
Shirley Horn,Cassandra Wilson
Yusef Lateef,John Coltrane
Najee,Candy Dulfer
Chick Corea,George Winston
Charlie Parker,Candy Dulfer
Bud Powell,Bill Evans
Miles Davis,John Coltrane
David Sanborn,Candy Dulfer
Keith Jarrett,Bruce Hornsby
Kenny G,Candy Dulfer
Thelonious Monk,John Coltrane
John McLaughlin,Al Di Meola
Jim Hall,Al Di Meola
Bill Evans,George Winston
George Benson,Norman Brown
Stan Getz,Joe Henderson
Ron Carter,Danny Thompson
George Russell,Bill Evans
Ornette Coleman,Joe Henderson
Horace Silver,Joe Henderson
Vince Guaraldi,George Winston
Lester Young,Joe Henderson
Charlie Parker,Joe Henderson
Woody Herman,Thad Jones
Laurindo Almeida,Elis Regina
Charlie Parker,Annie Ross
Pete Johnson,Billy Preston
Louis Jordan,Billy Preston
Louis Prima,Billy Preston
Thad Jones,Elvin Jones
Sonny Stitt,Joe Henderson
Max Roach,Slide Hampton
Charlie Parker,Miri Ben-Ari
Kenny Clarke,Elvin Jones
Charlie Parker,Herbie Hancock
Elvin Jones,Shelly Manne
John McLaughlin,Pat Metheny
Bill Evans,David Benoit
Dave Grusin,David Benoit
Return to Forever,Tribal Tech
Jimmy Smith,"Emerson, Lake & Palmer"
Don Byas,"Grover Washington, Jr."
The Dave Brubeck Quartet,Pat Metheny Group
John Coltrane,"Grover Washington, Jr."
Dexter Gordon,"Grover Washington, Jr."
Johnny Griffin,"Grover Washington, Jr."
Wardell Gray,"Grover Washington, Jr."
Herbie Hancock,Zapp
Gene Ammons,"Grover Washington, Jr."
Bud Powell,Horace Silver
Rahsaan Roland Kirk,The Lounge Lizards
Weather Report,Tribal Tech
Grady Tate,Buddy Miles
Philly Joe Jones,Buddy Miles
Lalo Schifrin,The Lounge Lizards
Art Blakey,Buddy Miles
Gene Harris,David Benoit
Joe Henderson,"Grover Washington, Jr."
Miles Davis,Chuck Mangione
Art Farmer,Chuck Mangione
Cannonball Adderley,Chuck Mangione
Miles Davis,Blue Mitchell
Herbie Hancock,Jamiroquai
Charlie Parker,Eric Dolphy
Jan Garbarek,David Sylvian
Roy Ayers,Jamiroquai
Louis Jordan,Lowell Fulson
Oscar Peterson,Gene Harris
Bobby Timmons,Gene Harris
Kenny Dorham,Art Farmer
Herbie Mann,Chuck Mangione
Chet Baker,Chuck Mangione
Louis Jordan,Fats Domino
Elvin Jones,Buddy Miles
Joe Sample,The Lounge Lizards
Eric Dolphy,The Lounge Lizards
Art Blakey,Chuck Mangione
Lee Konitz,Bud Shank
Louis Jordan,Bill Doggett
John Lewis,Benny Golson
Dexter Gordon,Benny Golson
Ben Webster,Buddy Tate
Erskine Hawkins,Thelonious Monk
Pharoah Sanders,MC5
John Coltrane,Camel
John Coltrane,Benny Golson
Don Byas,Benny Golson
Quincy Jones,Benny Golson
John Coltrane,Tim Buckley
Charlie Parker,Art Farmer
Clark Terry,Art Farmer
Ornette Coleman,The Red Krayola
Quincy Jones,Chaka Khan
Miles Davis,Jon Hassell
Gil Evans,Jon Hassell
Stan Kenton,Jon Hassell
Cab Calloway,Rufus Thomas
Gigi Gryce,Benny Golson
Albert Ayler,Television
Stan Getz,Benny Golson
Spyro Gyra,Tribal Tech
Dave Brubeck,David Benoit
Raymond Scott,The Lounge Lizards
Annette Peacock,Cat Power
Stanley Turrentine,"Grover Washington, Jr."
Jean-Luc Ponty,Tribal Tech
Mahavishnu Orchestra,The Fall of Troy
Sonny Rollins,"Grover Washington, Jr."
Junior Mance,Gene Harris
Jan Hammer,TV on the Radio
Charlie Parker,Bud Shank
Elvin Jones,Grady Tate
Clifford Brown,Blue Mitchell
Thelonious Monk,Eric Dolphy
Pat Metheny,Mike Stern
Lee Konitz,Art Farmer
Gil Evans,Mingus Big Band
Illinois Jacquet,Benny Golson
Mahavishnu Orchestra,Tribal Tech
Charlie Haden,Pat Metheny
Maynard Ferguson,Chuck Mangione
Donald Byrd,The Brand New Heavies
Freddie Hubbard,Eddie Gale
Thelonious Monk,Eddie Gale
Miles Davis,Eddie Gale
Horace Silver,Bobby Timmons
Bill Evans,Bruce Hornsby
Bud Powell,Bobby Timmons
Sonny Sharrock,Tortoise
Red Garland,Bobby Timmons
Art Blakey,Bobby Timmons
Hot Lips Page,Buck Clayton
John Coltrane,Ghost
Miles Davis,John Martyn
Oscar Peterson,Joe Sample
Mahavishnu Orchestra,Tortoise
Charles Mingus,Bobby Watson
Bill Evans,Joe Sample
Jackie McLean,Bobby Watson
Ornette Coleman,Don Cherry
Miles Davis,Joe Sample
Hank Jones,Elvin Jones
Dexter Gordon,Don Cherry
Art Blakey,Eddie Gale
Wes Montgomery,Pat Metheny
Don Lamond,Shelly Manne
Jim Hall,Pat Metheny
Philly Joe Jones,Elvin Jones
Ben Webster,Archie Shepp
Charlie Christian,Pee Wee Crayton
Nat King Cole,Amos Milburn
Sun Ra,Don Cherry
Fats Navarro,Don Cherry
Pete Johnson,Amos Milburn
Art Farmer,Don Cherry
Les McCann,Joe Sample
Sonny Rollins,John Coltrane
Miles Davis,Don Cherry
Louis Jordan,Amos Milburn
Sun Ra,Trey Anastasio
Dizzy Gillespie,Don Cherry
Joe Sample,Morphine
Dave Brubeck,Charlie Rich
Gil Evans,Toninho Horta
Charles Mingus,Laura Nyro
Lester Young,Horace Silver
Nat King Cole,Horace Silver
Clifford Brown,Chuck Mangione
Marcus Miller,Stanton Moore
Thelonious Monk,Horace Silver
Weather Report,Portishead
John Coltrane,Laura Nyro
Freddie Hubbard,Chuck Mangione
Idris Muhammad,Stanton Moore
Horace Silver,Blue Mitchell
John Coltrane,The Dream Syndicate
John Coltrane,Blue Mitchell
Hank Jones,Horace Silver
Jay McShann,Fats Domino
George Benson,Jamiroquai
John Coltrane,Television
Jay McShann,Horace Silver
Lalo Schifrin,Portishead
Tadd Dameron,Horace Silver
Charlie Parker,Bob Berg
Charlie Parker,Eddie Gale
Sonny Rollins,Eddie Gale
Ornette Coleman,Pat Metheny
Gary Burton,Pat Metheny
Bill Evans,Pat Metheny
Pat Martino,Pat Metheny
Joe Sample,Pat Metheny
Miles Davis,Morphine
Dizzy Gillespie,Chuck Mangione
Chick Corea,Bruce Hornsby
Stan Kenton,Charlie Rich
Ramsey Lewis,Joe Sample
Eric Dolphy,Archie Shepp
Cecil Taylor,Archie Shepp
The Lounge Lizards,Morphine
Max Roach,Elvin Jones
John Coltrane,Bob Berg
Maynard Ferguson,Jon Hassell
Dr. Lonnie Smith,Joe Sample
Mose Allison,Hoyt Axton
John Coltrane,Matthew Halsall
John Coltrane,"Lee ""Scratch"" Perry"
Charlie Barnet,"Harry Connick, Jr."
Roy Eldridge,Fats Navarro
Miles Davis,Van der Graaf Generator
Dizzy Gillespie,Fats Navarro
The Delta Rhythm Boys,The Dells
Preservation Hall Jazz Band,"Harry Connick, Jr."
Herbie Hancock,"Medeski, Martin & Wood"
Thelonious Monk,"Harry Connick, Jr."
John Coltrane,Santana
Sun Ra,"Medeski, Martin & Wood"
Joe Sample,"Medeski, Martin & Wood"
Jimmy Smith,"Medeski, Martin & Wood"
The Lounge Lizards,"Medeski, Martin & Wood"
Miles Davis,Gil Scott-Heron
Grant Green,"Medeski, Martin & Wood"
Dave Grusin,"Medeski, Martin & Wood"
Mose Allison,"Harry Connick, Jr."
Nat King Cole,The Dells
John Scofield,"Medeski, Martin & Wood"
The Dirty Dozen Brass Band,"Harry Connick, Jr."
Nat King Cole,Oscar Peterson
Hank Mobley,James Spaulding
Johnny Smith,Gabor Szabo
Louis Jordan,The Skatalites
Cab Calloway,Louis Prima
Charlie Parker,The Skatalites
Mose Allison,Lyle Lovett
Dizzy Gillespie,The Skatalites
Harry James,Ray Nance
Pete Johnson,Ben Webster
Bill Evans,Oscar Peterson
Kirk Whalum,Steve Cole
David Sanborn,Steve Cole
"Grover Washington, Jr.",Steve Cole
Hank Crawford,Donald Harrison
Stanley Clarke,Thundercat
Tal Farlow,Gabor Szabo
St̩phane Grappelli,Andrew Bird
Nat King Cole,John Lewis
Dr. Lonnie Smith,"Medeski, Martin & Wood"
Les McCann,"Medeski, Martin & Wood"
Lou Donaldson,"Medeski, Martin & Wood"
Cab Calloway,Frank Sinatra
Gabor Szabo,Santana
Stan Getz,James Morrison
Erroll Garner,Flora Purim
Sun Ra,Silver Apples
Billy Strayhorn,Miles Davis
"Lambert, Hendricks & Ross",Barry Manilow
Barry Harris,Andrew Hill
Bud Powell,Andrew Hill
Thelonious Monk,Andrew Hill
Horace Silver,Andrew Hill
Charlie Parker,Andrew Hill
Erroll Garner,Andrew Hill
Jay McShann,Illinois Jacquet
Charles Mingus,Donald Fagen
Sonny Rollins,Donald Fagen
Lester Young,Illinois Jacquet
Harry James,Frank Sinatra
Pharoah Sanders,Santana
Miles Davis,Flora Purim
Miles Davis,Santana
Erroll Garner,Oscar Peterson
Chet Baker,"Harry Connick, Jr."
Ornette Coleman,Gil Scott-Heron
Herbie Hancock,M/A/R/R/S
Charlie Christian,Pat Martino
Tal Farlow,Pat Martino
Barney Kessel,Pat Martino
Charlie Christian,Stevie Ray Vaughan
Kenny Burrell,Gabor Szabo
Jim Hall,Pat Martino
Johnny Smith,Pat Martino
Kenny Burrell,Pat Martino
Philly Joe Jones,Carl Allen
Chuck Mangione,"Harry Connick, Jr."
Mose Allison,The Yardbirds
Ben Webster,Don Byas
John Coltrane,Don Byas
Kenny Clarke,John Lewis
Wes Montgomery,Pat Martino
Shelly Manne,Ginger Baker
The Dirty Dozen Brass Band,The Subdudes
Dave Brubeck,Keith Emerson
Thelonious Monk,Billy Taylor
Dizzy Gillespie,Donald Byrd
Horace Silver,Billy Cobham
Art Blakey,DJ Shadow
Miles Davis,Talk Talk
Roy Haynes,Billy Cobham
Max Roach,Billy Cobham
Miles Davis,Billy Cobham
Vince Guaraldi,"Medeski, Martin & Wood"
Art Blakey,Billy Cobham
Quincy Jones,Barry White
George Duke,Shalamar
Jack McDuff,"Medeski, Martin & Wood"
Dizzy Gillespie,Kenny Dorham
Jimmy McGriff,"Medeski, Martin & Wood"
Harry James,Miles Davis
Herbie Hancock,Eliane Elias
Keith Jarrett,Lyle Mays
Marian McPartland,Eliane Elias
Nat King Cole,Billy Taylor
Clifford Brown,Donald Byrd
Annette Peacock,Lydia Lunch
Fats Navarro,Kenny Dorham
Erroll Garner,Billy Taylor
Herbie Hancock,Lyle Mays
Ornette Coleman,The Slits
George Russell,Miles Davis
Roy Eldridge,Harry James
"Harry ""Sweets"" Edison",Harry James
Bill Evans,Lyle Mays
Thelonious Monk,Miles Davis
John Coltrane,Talk Talk
Clark Terry,Donald Byrd
John Coltrane,Donald Byrd
Dexter Gordon,Donald Byrd
Horace Silver,Donald Byrd
Miles Davis,Donald Byrd
Paul Bley,Lyle Mays
Fats Navarro,Donald Byrd
Bill Evans,Eliane Elias
Wes Montgomery,Paul Stanley
Chick Corea,Eliane Elias
George Shearing,Oscar Peterson
Jimmy Smith,Dr. Lonnie Smith
Nat King Cole,Curtis Mayfield
Dizzy Gillespie,Paquito D'Rivera
John Coltrane,Paquito D'Rivera
Bud Powell,Oscar Peterson
Charlie Parker,Paquito D'Rivera
Lee Konitz,Paquito D'Rivera
Oliver Nelson,Paquito D'Rivera
Raymond Scott,People Like Us
Cannonball Adderley,Dr. Lonnie Smith
Hampton Hawes,Oscar Peterson
Marcus Miller,Thundercat
Eric Dolphy,Donald Harrison
Nat King Cole,Buddy Greco
George Shearing,Buddy Greco
Jimmy Smith,Keith Emerson
Dizzy Gillespie,Eddie Palmieri
George Duke,Thundercat
Gato Barbieri,Eddie Palmieri
Chico O'Farrill,Paquito D'Rivera
Lalo Schifrin,DJ Shadow
Charlie Parker,Kenny Dorham
Roy Eldridge,Kenny Dorham
Gil Evans,Talk Talk
Miles Davis,Kenny Dorham
Thelonious Monk,Kenny Dorham
George Benson,The Rippingtons
The Modern Jazz Quartet,Billy Taylor
Sonny Sharrock,The Flying Luttenbachers
Stanley Turrentine,Kenny Garrett
Jack McDuff,Dr. Lonnie Smith
Jaco Pastorius,Thundercat
Miles Davis,Dr. Lonnie Smith
Charlie Parker,Frank Morgan
Nat King Cole,Andy Williams
McCoy Tyner,Eddie Palmieri
Bud Powell,Eddie Palmieri
Thelonious Monk,Eddie Palmieri
Weather Report,"Medeski, Martin & Wood"
Miles Davis,DJ Shadow
Pete Brown,Illinois Jacquet
Hot Lips Page,Illinois Jacquet
Quincy Jones,Bobby McFerrin
Lalo Schifrin,Air
Lennie Tristano,Warne Marsh
Lester Young,Miles Davis
Roy Ayers,Erykah Badu
Miles Davis,Bobby McFerrin
"Lambert, Hendricks & Ross",Bobby McFerrin
Yusef Lateef,Bennie Maupin
Charlie Parker,B̩la Fleck
Chick Corea,B̩la Fleck
John Coltrane,Mulatu Astatke
Milt Jackson,Mulatu Astatke
Tal Farlow,Steve Cropper
Chuck Mangione,Josh Groban
Thelonious Monk,Mulatu Astatke
Gil Evans,Mulatu Astatke
The Modern Jazz Quartet,Mulatu Astatke
Lester Young,Warne Marsh
Sun Ra,Mulatu Astatke
Mose Allison,Randy Newman
Ahmad Jamal,Bobby McFerrin
Elvin Jones,Robert Wyatt
Ornette Coleman,Robert Wyatt
Kenny Burrell,Stevie Ray Vaughan
Roy Eldridge,Howard McGhee
Cab Calloway,Little Jimmy Scott
Ron Carter,Esperanza Spalding
Ornette Coleman,Esperanza Spalding
Dave Holland,Esperanza Spalding
Dizzy Gillespie,Maceo Parker
Marcus Miller,Esperanza Spalding
Oscar Peterson,Junior Mance
Bud Powell,Junior Mance
Louis Jordan,Maceo Parker
Cannonball Adderley,Maceo Parker
Keith Jarrett,Bobby McFerrin
Wayne Shorter,Esperanza Spalding
Roy Eldridge,Miles Davis
Horace Silver,Bobby McFerrin
Kenny Burrell,Earl Klugh
Benny Golson,Hank Mobley
John Coltrane,B̩la Fleck
Annette Peacock,Bj̦rk
Art Blakey,Mulgrew Miller
Miles Davis,Ron Carter
Bill Evans,Mulgrew Miller
Milt Hinton,Ron Carter
Dizzy Gillespie,Maynard Ferguson
Gerry Mulligan,Ron Carter
Cat Anderson,Maynard Ferguson
John Coltrane,Widespread Panic
Quincy Jones,The Brothers Johnson
Stan Kenton,Maynard Ferguson
John Coltrane,Soul Coughing
Harry James,Maynard Ferguson
Nat King Cole,Little Jimmy Scott
Charles Mingus,Soul Coughing
Herbie Hancock,Mulgrew Miller
John Coltrane,Bennie Maupin
Clark Terry,Maynard Ferguson
Ray Brown,Ron Carter
J.J. Johnson,Ron Carter
Quincy Jones,Pharrell Williams
Gabor Szabo,Earl Klugh
Charlie Byrd,Earl Klugh
Wes Montgomery,Earl Klugh
Yusef Lateef,Earl Klugh
Herb Ellis,Earl Klugh
Grant Green,Earl Klugh
Tal Farlow,Earl Klugh
Pat Martino,Earl Klugh
Charlie Parker,Robert Wyatt
Charlie Christian,Earl Klugh
Max Roach,Hank Mobley
George Benson,Earl Klugh
Dizzy Gillespie,Howard McGhee
Wayne Shorter,Bennie Maupin
Cab Calloway,Bobby McFerrin
Tony Williams,Mulgrew Miller
McCoy Tyner,Mulgrew Miller
Cab Calloway,Erskine Hawkins
Charlie Parker,Hank Mobley
Clark Terry,Miles Davis
Wes Montgomery,Burt Bacharach
Paul Chambers,Gary Peacock
Ornette Coleman,Jack Bruce
Elvin Jones,Ginger Baker
Art Blakey,Ginger Baker
John Coltrane,Eddie Henderson
Gene Ammons,A.C. Reed
The Dirty Dozen Brass Band,Widespread Panic
Bill Evans Trio,Jack Bruce
Miles Davis,Howard McGhee
Fats Navarro,Howard McGhee
Nat King Cole,Bud Powell
Pharoah Sanders,Caribou
Thelonious Monk,Bud Powell
Charlie Parker,Buddy Collette
Oscar Peterson,Mulgrew Miller
Freddie Hubbard,Eddie Henderson
Quincy Jones,Donald Fagen
John Coltrane,Brian Blade
Miles Davis,Jack Bruce
Quincy Jones,Phoenix
Ray Brown,Jack Bruce
Lee Morgan,Eddie Henderson
Keith Jarrett,Donald Fagen
Charlie Haden,Marc Johnson
Shirley Horn,Angela Bofill
Art Blakey,Brian Blade
Philly Joe Jones,Brian Blade
Tony Williams,Brian Blade
Lee Ritenour,Donald Fagen
Horace Silver,Donald Fagen
Ben Webster,Illinois Jacquet
Dave Holland,Marc Johnson
Dizzy Gillespie,Miles Davis
Lester Young,Buddy Collette
Charlie Parker,Miles Davis
Erskine Hawkins,Miles Davis
Miles Davis,Eddie Henderson
Charles Mingus,Jack Bruce
Charlie Haden,Jack Bruce
Ron Carter,Jack Bruce
Paul Motian,Robert Wyatt
Clifford Brown,Eddie Harris
Charles Mingus,Robert Wyatt
"Bernard ""Pretty"" Purdie",Brian Blade
Thelonious Monk,Donald Fagen
George Duke,Donald Fagen
Paul Bley,Donald Fagen
Lester Young,Carmen McRae
St̩phane Grappelli,Mark O'Connor
Dizzy Gillespie,Burt Bacharach
Art Blakey,Robert Wyatt
The Modern Jazz Quartet,Robert Wyatt
Gil Evans,Robert Wyatt
Charlie Parker,The Mothers of Invention
Charlie Parker,Burt Bacharach
Miles Davis,Robert Wyatt
Wilbur Ware,Gary Peacock
Ron Carter,Gary Peacock
Ray Brown,Gary Peacock
Milt Hinton,Gary Peacock
John Coltrane,Robert Wyatt
Philly Joe Jones,Paul Motian
Miles Davis,Donald Fagen
Mahavishnu Orchestra,Journey
Stan Getz,Eddie Harris
Milt Jackson,Eddie Harris
Miles Davis,Eddie Harris
Ahmad Jamal,Miles Davis
Charlie Parker,Eddie Harris
John Coltrane,Eddie Harris
Bill Evans,Paul Motian
Sonny Rollins,Eddie Harris
Max Roach,Robert Wyatt
Billy Strayhorn,Burt Bacharach
Poncho Sanchez,Guaco
Gil Evans,Burt Bacharach
Jan Hammer,Level 42
Thelonious Monk,Paul Motian
Bobby Hackett,Miles Davis
Kenny Burrell,Shuggie Otis
Dave Grusin,Gustavo Santaolalla
Stanley Clarke,Level 42
Miles Davis,Burt Bacharach
Erroll Garner,Billy Cobham
Quincy Jones,James Ingram
Cecil Taylor,Steve Kuhn
The Brecker Brothers,Dave Matthews Band
Jimmy Smith,The Meters
Herbie Mann,David Sanborn
Lou Donaldson,David Sanborn
Chet Baker,Kurt Elling
"Lambert, Hendricks & Ross",Kurt Elling
John Coltrane,Kurt Elling
Charlie Haden,Kurt Elling
Wayne Shorter,Kurt Elling
Phil Woods,David Sanborn
The Jazz Crusaders,Kool & the Gang
Nat King Cole,Kurt Elling
James Moody,Kurt Elling
Lalo Schifrin,Hans Zimmer
Charles Mingus,Wynton Marsalis
Chet Baker,Wynton Marsalis
Donald Byrd,Wynton Marsalis
Bud Powell,Cecil Taylor
Mose Allison,Kurt Elling
Roy Eldridge,Wynton Marsalis
Woody Herman,Wynton Marsalis
Kenny Dorham,Wynton Marsalis
Clifford Brown,Wynton Marsalis
Fats Navarro,Wynton Marsalis
Don Cherry,Wynton Marsalis
Freddie Hubbard,Wynton Marsalis
Billy Strayhorn,Wynton Marsalis
Art Blakey,Wynton Marsalis
Nat King Cole,John Holt
The Last Poets,Zack de la Rocha
Eddie Safranski,Milt Hinton
Miles Davis,Zack de la Rocha
Nat King Cole,Solomon Burke
Ornette Coleman,Cecil Taylor
John Lewis,Cecil Taylor
Miles Davis,Cecil Taylor
Quincy Jones,Tevin Campbell
Lee Ritenour,John Tesh
Horace Silver,Cecil Taylor
Dizzy Gillespie,Wynton Marsalis
Lee Morgan,Wynton Marsalis
Nat King Cole,Conway Twitty
Bill Evans,John Taylor
Marian McPartland,John Taylor
Jimmy Raney,Jim Hall
Kenny Burrell,Jim Hall
Max Roach,Frank Butler
Howard Roberts,Jim Hall
Miles Davis,Shirley Horn
Weather Report,Meshell Ndegeocello
Cab Calloway,Dizzy Gillespie
Oscar Peterson,Michel Legrand
Quincy Jones,Shirley Horn
Raymond Scott,Brian Eno
Jan Garbarek,Brian Eno
Miles Davis,Jon Lucien
Miles Davis,Brian Eno
John Klemmer,Gerald Albright
Nat King Cole,Jon Lucien
Charlie Parker,Jim Hall
Lee Konitz,Jim Hall
Zoot Sims,Jim Hall
Barney Kessel,Jim Hall
Dave Koz,Kurt Elling
Dave Brubeck,Cecil Taylor
Hank Crawford,David Sanborn
Dizzy Gillespie,Michel Legrand
Erroll Garner,Cecil Taylor
Steve Kuhn,John Taylor
Oscar Peterson,John Taylor
Mahavishnu Orchestra,Battles
Woody Shaw,Wynton Marsalis
Gil Evans,John Taylor
Louis Jordan,Gene Chandler
George Shearing,John Taylor
Paul Bley,John Taylor
Raymond Scott,They Might Be Giants
Bob James,John Tesh
John McLaughlin,Shankar
Chuck Mangione,John Tesh
Charlie Christian,Jim Hall
B̩la Fleck,Chris Thile
Thelonious Monk,Michel Legrand
Oscar Peterson,Cecil Taylor
Thelonious Monk,Cecil Taylor
Ike Quebec,Sam Rivers
Sonny Rollins,Sam Rivers
Charles Mingus,Sam Rivers
Cannonball Adderley,Sam Rivers
Charles Mingus,Pepper Adams
Les McCann,Herbie Hancock
Sun Ra,Annette Peacock
Manu Dibango,Herbie Hancock
Toots Thielemans,Stevie Wonder
Charlie Parker,Roy Haynes
Dizzy Gillespie,Roy Haynes
Wynton Kelly,Herbie Hancock
Bill Evans,Herbie Hancock
Gil Evans,Jọo Gilberto
Albert Ayler,Annette Peacock
Milt Jackson,Cal Tjader
John Coltrane,Terry Callier
Dizzy Gillespie,Sam Rivers
Bill Evans,George Shearing
John Coltrane,Sam Rivers
Lester Young,Sam Rivers
"Eddie ""Cleanhead"" Vinson",Eric Burdon
Lalo Schifrin,Barry Adamson
Sonny Rollins,Steve Lacy
John Coltrane,Steve Lacy
Miles Davis,Steve Lacy
Thelonious Monk,Steve Lacy
Cecil Taylor,Steve Lacy
Max Roach,Paul Motian
Cecil Taylor,Sam Rivers
Eric Dolphy,Sam Rivers
Don Cherry,Sam Rivers
George Russell,Sam Rivers
Roy Haynes,Paul Motian
Gil Evans,Sam Rivers
Herbie Mann,Sonny Sharrock
Ornette Coleman,Sam Rivers
Miles Davis,Sam Rivers
Charlie Parker,Sam Rivers
Gerry Mulligan,Jọo Gilberto
George Shearing,Cal Tjader
Barry Harris,Herbie Hancock
Lester Young,Roy Haynes
Horace Silver,George Shearing
Miles Davis,Sly & the Family Stone
Oscar Peterson,Herbie Hancock
Thelonious Monk,Herbie Hancock
Hank Jones,George Shearing
Tommy Flanagan,Herbie Hancock
Cannonball Adderley,Herbie Hancock
Charlie Christian,Roy Haynes
Bud Powell,George Shearing
Max Roach,Roy Haynes
Hank Jones,Herbie Hancock
John Lewis,Herbie Hancock
Raymond Scott,Silver Apples
Don Cherry,Gato Barbieri
Chico Hamilton,Gato Barbieri
Miles Davis,Wynton Marsalis
Miles Davis,Herbie Hancock
Sun Ra,Sonic Youth
"Lambert, Hendricks & Ross",Take 6
Keith Jarrett,Level 42
McCoy Tyner,Herbie Hancock
Wayne Shorter,Terry Callier
Red Garland,Herbie Hancock
Pharoah Sanders,Terry Callier
Ornette Coleman,Sonic Youth
Barry Harris,Pepper Adams
Gerry Mulligan,Pepper Adams
Wardell Gray,Pepper Adams
Thelonious Monk,Wynton Marsalis
Chet Baker,Jọo Gilberto
Bud Powell,Herbie Hancock
Lalo Schifrin,Howard Shore
Horace Silver,Herbie Hancock
John Coltrane,Howard Shore
Lennie Tristano,George Shearing
Jaco Pastorius,Level 42
Ramsey Lewis,Herbie Hancock
Cecil Taylor,Sonic Youth
Tuck & Patti,Eva Cassidy
Stanley Clarke,Meshell Ndegeocello
Thelonious Monk,Sam Rivers
Gil Evans,Michel Legrand
Gerry Mulligan,George Russell
The Modern Jazz Quartet,George Russell
Quincy Jones,Ashford & Simpson
B̩la Fleck,The Infamous Stringdusters
