influencer_name,follower_name
Betty Harris,Dr. John
Fats Domino,Dr. John
Earl King,Dr. John
Dave Bartholomew,Dr. John
Lloyd Price,Dr. John
"Huey ""Piano"" Smith",Dr. John
Allen Toussaint,Dr. John
KC & the Sunshine Band,Eurythmics
Tina Turner,Eurythmics
Al Green,Eurythmics
Janet Jackson,Des'ree
Sade,Des'ree
Lisa Stansfield,Des'ree
Stevie Wonder,Des'ree
Roy Brown,Charlie Feathers
Patti LaBelle,Luther Vandross
Teddy Pendergrass,Luther Vandross
Ray Charles,Luther Vandross
Bill Withers,Luther Vandross
Isaac Hayes,Luther Vandross
The Dells,Luther Vandross
Barry White,Luther Vandross
Dionne Warwick,Luther Vandross
Donny Hathaway,Luther Vandross
MFSB,Luther Vandross
Lou Rawls,Luther Vandross
Sam Cooke,Luther Vandross
Marvin Gaye,Luther Vandross
Otis Redding,Luther Vandross
Diana Ross,Luther Vandross
Al Green,Luther Vandross
Harold Melvin,Luther Vandross
Tyrone Davis,Luther Vandross
Johnny Ace,Luther Vandross
Percy Sledge,Luther Vandross
The O'Jays,Luther Vandross
Aretha Franklin,Luther Vandross
Don Covay,Luther Vandross
The Shirelles,Lesley Gore
Syreeta,Janet Jackson
Teena Marie,Janet Jackson
Chic,Janet Jackson
Prince,Janet Jackson
Michael Jackson,Janet Jackson
Minnie Riperton,Janet Jackson
Diana Ross,Janet Jackson
Tina Turner,Janet Jackson
Stevie Wonder,Janet Jackson
Donna Summer,Janet Jackson
Chaka Khan,Janet Jackson
Deniece Williams,Janet Jackson
The Pointer Sisters,Janet Jackson
Aretha Franklin,Janet Jackson
Jackie Wilson,Rita Coolidge
Dionne Warwick,Rita Coolidge
Sam Cooke,Rita Coolidge
Aretha Franklin,Rita Coolidge
Barbara Lynn,Lou Ann Barton
Hank Ballard,Lou Ann Barton
Irma Thomas,Lou Ann Barton
Ruth Brown,Lou Ann Barton
Screamin' Jay Hawkins,Wesley Willis
Solomon Burke,Joe Tex
James Brown,Joe Tex
Ben E. King,Joe Tex
Sam Cooke,Joe Tex
Rufus Thomas,Joe Tex
Percy Mayfield,Joe Tex
Don Covay,Joe Tex
The Contours,Johnny Thunders & the Heartbreakers
Teddy Pendergrass,Jamie Foxx
Ray Charles,Jamie Foxx
Bobby Brown,Jamie Foxx
Keith Washington,Jamie Foxx
Barry White,Jamie Foxx
Johnny Gill,Jamie Foxx
Jon B.,Jamie Foxx
R. Kelly,Jamie Foxx
Keith Sweat,Jamie Foxx
Tony! Toni! TonÃ©!,Jamie Foxx
TLC,Destiny's Child
En Vogue,Destiny's Child
Faith Evans,Destiny's Child
Janet Jackson,Destiny's Child
Mariah Carey,Destiny's Child
Vanessa Williams,Destiny's Child
Mary J. Blige,Destiny's Child
SWV,Destiny's Child
Missy Elliott,Destiny's Child
The Three Degrees,Destiny's Child
Aaliyah,Destiny's Child
Brandy,Destiny's Child
Xscape,Destiny's Child
Sister Sledge,Destiny's Child
Shalamar,Destiny's Child
Whitney Houston,Destiny's Child
Diana Ross & the Supremes,Destiny's Child
The Pointer Sisters,Destiny's Child
Toni Braxton,Destiny's Child
Roberta Flack,Dianne Reeves
Aretha Franklin,Dianne Reeves
Stevie Wonder,Deodato
The Coasters,Jan & Dean
The Silhouettes,Jan & Dean
Danny & the Juniors,Jan & Dean
Johnny Ace,Jan & Dean
The Penguins,Jan & Dean
Ray Charles,Joe Williams
Rufus Thomas,The Jon Spencer Blues Explosion
Marvin Gaye,Rilo Kiley
TLC,Ciara
Pebbles,Ciara
Janet Jackson,Ciara
Destiny's Child,Ciara
Vanessa Williams,Ciara
Mary J. Blige,Ciara
Monica,Ciara
SWV,Ciara
Aaliyah,Ciara
Brandy,Ciara
Doris Troy,Ciara
K.P. & Envyi,Ciara
Lisa Stansfield,Dido
Smokey Robinson,Japan
ESG,Life Without Buildings
The J.B.'s,MFSB
Curtis Mayfield,MFSB
The Memphis Horns,MFSB
Smokey Robinson,MFSB
Gil Scott-Heron,MC 900 Ft. Jesus
Eddie Hazel,John Frusciante
The Brothers Johnson,John Mellencamp
The Isley Brothers,John Mellencamp
Screamin' Jay Hawkins,John Fogerty
Patti Austin,Lizz Wright
Ike & Tina Turner,Lizz Wright
Esther Phillips,Lizz Wright
Roberta Flack,Lizz Wright
Aretha Franklin,Lizz Wright
Stephanie Mills,Vivian Green
Erykah Badu,Vivian Green
Anita Baker,Vivian Green
Regina Belle,Vivian Green
Michael Jackson,Robbie Williams
Michael Jackson,Howard Jones
The Manhattans,Howard Huntsberry
Jackie Wilson,Howard Huntsberry
Prince,Walk the Moon
Rufus Thomas,Zucchero
Marvin Gaye,Zucchero
Otis Redding,Zucchero
Cameo,John P. Kee
Bootsy Collins,Deee-Lite
Parliament,Deee-Lite
Larry Levan,Deee-Lite
Hot Chocolate,Deee-Lite
KC & the Sunshine Band,Deee-Lite
George Clinton,Deee-Lite
Gloria Gaynor,Deee-Lite
Sister Sledge,Deee-Lite
Sylvester,Deee-Lite
TLC,Lil' Mo
En Vogue,Lil' Mo
Faith Evans,Lil' Mo
Mariah Carey,Lil' Mo
Mary J. Blige,Lil' Mo
Missy Elliott,Lil' Mo
Aaliyah,Lil' Mo
Whitney Houston,Lil' Mo
Fats Domino,John Lennon
The Shirelles,John Lennon
The Isley Brothers,John Lennon
Smokey Robinson,John Lennon
Patti LaBelle,Macy Gray
Terence Trent D'Arby,Macy Gray
Teena Marie,Macy Gray
Betty Davis,Macy Gray
Lalah Hathaway,Macy Gray
Carla Thomas,Macy Gray
Fontella Bass,Macy Gray
Janet Jackson,Macy Gray
Rick James,Macy Gray
Meshell Ndegeocello,Macy Gray
Minnie Riperton,Macy Gray
The Temptations,Macy Gray
Anita Baker,Macy Gray
Tina Turner,Macy Gray
Al Green,Macy Gray
Brenda Russell,Macy Gray
Chaka Khan,Macy Gray
Ruth Brown,Macy Gray
The Undisputed Truth,Macy Gray
Ann Peebles,Macy Gray
Aretha Franklin,Macy Gray
The Five Keys,Lou Reed
James Brown,Lou Reed
The Cadillacs,Lou Reed
Wilson Pickett,Lou Reed
Sam Cooke,Lou Rawls
Johnny Ace,Lou Rawls
Dionne Warwick,Deborah Cox
Anita Baker,Deborah Cox
Diana Ross,Deborah Cox
Whitney Houston,Deborah Cox
Chic,Debbie Harry
Screamin' Jay Hawkins,Rob Zombie
Betty Davis,Madonna
Chic,Madonna
KC & the Sunshine Band,Madonna
Marvin Gaye,Madonna
Prince,Madonna
Mary Wells,Madonna
Donna Summer,Madonna
Sylvester,Madonna
Salaam Remi,Mark Ronson
Little Willie John,Sam Cooke
James Brown,Delta 5
Funkadelic,Delta 5
Stevie Wonder,Delta 5
The Staple Singers,John Mayall
Bobby Womack,Robin Thicke
ChristiÃ³n,Robin Thicke
James Brown,Robin Thicke
D'Angelo,Robin Thicke
Jamiroquai,Robin Thicke
Sam Cooke,Robin Thicke
Leon Ware,Robin Thicke
Marvin Gaye,Robin Thicke
Raphael Saadiq,Robin Thicke
Otis Redding,Robin Thicke
Michael Jackson,Robin Thicke
Brian McKnight,Robin Thicke
Al Green,Robin Thicke
Gerald Levert,Robin Thicke
Smokey Robinson,Robin Thicke
Fats Domino,Johnny Kidd & the Pirates
Roy Brown,Johnny Kidd & the Pirates
Wynonie Harris,Johnny Kidd & the Pirates
The Shirelles,Sandie Shaw
The Chordettes,Sandie Shaw
Bill Doggett,Link Wray
Terry Callier,Jeff Buckley
Al Green,Jeff Buckley
Barry White,Salaam Remi
Ray Charles,Johnny Adams
Clarence Carter,Johnny Adams
Earl King,Johnny Adams
Percy Mayfield,Johnny Adams
Roy Brown,Johnny Adams
Aaron Neville,Johnny Adams
Wynonie Harris,Johnny Adams
Ray Charles,"Johnny ""Guitar"" Watson"
Curtis Mayfield,Dennis Brown
Marvin Gaye,Dennis Brown
Stevie Wonder,Dennis Brown
Aretha Franklin,Dennis Brown
"Earth, Wind & Fire",Wayman Tisdale
Stevie Wonder,Wayman Tisdale
Ben E. King,Lionel Richie
Marvin Gaye,Lionel Richie
Otis Redding,Lionel Richie
Al Green,Lionel Richie
Smokey Robinson,Lionel Richie
Percy Sledge,Lionel Richie
Jackie Wilson,Leon Ware
James Brown,Leon Ware
Ben E. King,Leon Ware
Lou Rawls,Leon Ware
Sam Cooke,Leon Ware
Little Willie John,Leon Ware
Hank Ballard,Leon Ware
Tevin Campbell,Sammie
Boyz II Men,Sammie
Usher,Sammie
Michael Jackson,Sammie
Stevie Wonder,Sammie
New Edition,Sammie
Sly & the Family Stone,Wendy & Lisa
Funkadelic,Wendy & Lisa
Patti LaBelle,Juanes
Stevie Wonder,Juanes
Aretha Franklin,Juanes
Soul II Soul,Les Nubians
Sade,Les Nubians
Sam Cooke,Johnny Nash
Marvin Gaye,Wham!
Michael Jackson,Wham!
Kool & the Gang,Wham!
Smokey Robinson,Wham!
Teena Marie,Lisa Lisa
Jocelyn Brown,Lisa Lisa
Jody Watley,Lisa Lisa
Ray Charles,Judee Sill
Otis Redding,Wet Willie
Jackie Wilson,Dexys Midnight Runners
James Brown,Dexys Midnight Runners
Sam & Dave,Dexys Midnight Runners
Betty Davis,Joi
Labelle,Joi
Minnie Riperton,Joi
Chaka Khan,Diana King
Sam Cooke,Leon Haywood
Larry Levan,Junior Vasquez
TLC,JoJo
Destiny's Child,JoJo
Aaliyah,JoJo
Ashanti,JoJo
Teddy Pendergrass,Johnny Gill
Babyface,Johnny Gill
Charlie Wilson,Johnny Gill
Luther Vandross,Johnny Gill
MFSB,Johnny Gill
Sam Cooke,Johnny Gill
Howard Hewett,Johnny Gill
Jermaine Jackson,Johnny Gill
Atlantic Starr,Johnny Gill
Bobby Brown,Wayne Wonder
Jodeci,Wayne Wonder
Stevie Wonder,Wayne Wonder
Terry Callier,Jon Lucien
Jesse Belvin,Jon Lucien
Dionne Warwick,Julee Cruise
Natalie Cole,Diana Krall
Sly & the Family Stone,Level 42
"Earth, Wind & Fire",Level 42
Graham Central Station,Level 42
Little Willie John,Peggy Lee
Ray Charles,Diane Schuur
En Vogue,Lucy Pearl
Sly & the Family Stone,Wild Cherry
Funkadelic,Wild Cherry
Rebirth Brass Band,Widespread Panic
The Meters,Widespread Panic
Blackstreet,T-Pain
Bobby Brown,T-Pain
Boyz II Men,T-Pain
Jodeci,T-Pain
Dru Hill,T-Pain
Roger,T-Pain
R. Kelly,T-Pain
Nate Dogg,T-Pain
Zapp,T-Pain
Al B. Sure!,T-Pain
Guy,T-Pain
Ginuwine,T-Pain
Montell Jordan,T-Pain
Babyface,Jon B.
Boyz II Men,Jon B.
"Earth, Wind & Fire",Jon B.
Marvin Gaye,Jon B.
R. Kelly,Jon B.
Michael Jackson,Jon B.
Diana Ross,Jon B.
Patti LaBelle,Mariah Carey
Teena Marie,Mariah Carey
Natalie Cole,Mariah Carey
Cherrelle,Mariah Carey
Dionne Warwick,Mariah Carey
Luther Vandross,Mariah Carey
Janet Jackson,Mariah Carey
Mary Wells,Mariah Carey
Michael Jackson,Mariah Carey
Minnie Riperton,Mariah Carey
Anita Baker,Mariah Carey
Diana Ross,Mariah Carey
Tina Turner,Mariah Carey
Donna Summer,Mariah Carey
Chaka Khan,Mariah Carey
Deniece Williams,Mariah Carey
Whitney Houston,Mariah Carey
Aretha Franklin,Mariah Carey
Bill Withers,Hootie & the Blowfish
Luther Vandross,Hootie & the Blowfish
Sam Cooke,Hootie & the Blowfish
Otis Redding,Hootie & the Blowfish
Al Green,Hootie & the Blowfish
Stevie Wonder,Hootie & the Blowfish
Billy Ward & the Dominoes,Dion & the Belmonts
The Cadillacs,Dion & the Belmonts
The Platters,Dion & the Belmonts
Terence Trent D'Arby,Amos Lee
Ray Charles,Amos Lee
Bill Withers,Amos Lee
Aaron Neville,Amos Lee
Billy Preston,Amos Lee
Allen Toussaint,Amos Lee
The Clovers,Dion
The Moonglows,Dion
The Platters,Dion
Tevin Campbell,Chris Brown
Blackstreet,Chris Brown
Bobby Brown,Chris Brown
James Brown,Chris Brown
Jodeci,Chris Brown
Dru Hill,Chris Brown
Usher,Chris Brown
R. Kelly,Chris Brown
Michael Jackson,Chris Brown
New Edition,Chris Brown
112,Chris Brown
Patti LaBelle,Jennifer Hudson
Kelly Price,Jennifer Hudson
Mariah Carey,Jennifer Hudson
Phyllis Hyman,Jennifer Hudson
Whitney Houston,Jennifer Hudson
Aretha Franklin,Jennifer Hudson
Sam Cooke,Jonathan Richman
James Brown,Hot Chocolate
Curtis Mayfield,Hot Chocolate
Syl Johnson,Jonny Lang
Solomon Burke,Esther Phillips
Ray Charles,Esther Phillips
Gil Scott-Heron,Esther Phillips
Ray Charles,JosÃ© Feliciano
The Platters,JosÃ© Feliciano
Bill Doggett,Dr. Lonnie Smith
Tevin Campbell,Mario
Babyface,Mario
Boyz II Men,Mario
D'Angelo,Mario
Al Green,Mario
Al B. Sure!,Mario
Stevie Wonder,Mario
Curtis Mayfield,Robbie Robertson
The Staple Singers,Robbie Robertson
Whitney Houston,Josh Groban
Teddy Riley,Pharrell Williams
Rod Temperton,Pharrell Williams
Prince,Pharrell Williams
Michael Jackson,Pharrell Williams
Don Blackman,Pharrell Williams
Natalie Cole,Howard Hewett
Barry White,Howard Hewett
Luther Vandross,Howard Hewett
Lou Rawls,Howard Hewett
Sam Cooke,Howard Hewett
Sam & Dave,Howard Hewett
Roberta Flack,Howard Hewett
Marvin Gaye,Howard Hewett
Al Green,Howard Hewett
Wilson Pickett,Howard Hewett
Smokey Robinson,Howard Hewett
Bill Withers,Josh Kelley
Prince,Roachford
Otis Redding,Roachford
Michael Jackson,Roachford
Jamiroquai,Phoenix
Fats Domino,Ritchie Valens
Roy Brown,Ritchie Valens
Wynonie Harris,Ritchie Valens
Bill Withers,Josh Rouse
Curtis Mayfield,Josh Rouse
Marvin Gaye,Josh Rouse
Al Green,Josh Rouse
Natalie Cole,Sade
"Earth, Wind & Fire",Sade
Barry White,Sade
Dionne Warwick,Sade
Luther Vandross,Sade
Lionel Richie,Sade
Roberta Flack,Sade
Anita Baker,Sade
Diana Ross,Sade
Tina Turner,Sade
Al Green,Sade
Stevie Wonder,Sade
Angela Bofill,Sade
Ray Charles,Howard Tate
The Drifters,Howard Tate
Sam Cooke,Howard Tate
Percy Mayfield,Howard Tate
Lloyd Price,Howard Tate
Jackie Wilson,Sam & Dave
James Brown,Sam & Dave
Sam Cooke,Sam & Dave
Roy Brown,Sam & Dave
Smokey Robinson,Sam & Dave
Wynonie Harris,Sam & Dave
Keith Sweat,Jesse Powell
Michael Jackson,Ronan Keating
George Clinton,Phil Lynott
Bill Withers,Maroon 5
Jamiroquai,Maroon 5
Prince,Maroon 5
Michael Jackson,Maroon 5
Al Green,Maroon 5
Stevie Wonder,Maroon 5
Gladys Knight,Joss Stone
Betty Wright,Joss Stone
Kim Weston,Joss Stone
Carla Thomas,Joss Stone
Erykah Badu,Joss Stone
Janet Jackson,Joss Stone
Roberta Flack,Joss Stone
Lisa Stansfield,Joss Stone
Marvin Gaye,Joss Stone
Raphael Saadiq,Joss Stone
The Stylistics,Joss Stone
Joe Simon,Joss Stone
Whitney Houston,Joss Stone
Ann Peebles,Joss Stone
Aretha Franklin,Joss Stone
Janet Jackson,Jessica Simpson
Mariah Carey,Jessica Simpson
Whitney Houston,Jessica Simpson
Toni Braxton,Jessica Simpson
Sly & the Family Stone,Robert Randolph
Al Green,Robert Randolph
Fats Domino,Sam the Sham & the Pharaohs
Rufus Thomas,Sam the Sham & the Pharaohs
Screamin' Jay Hawkins,Sam the Sham & the Pharaohs
Roy Brown,Sam the Sham & the Pharaohs
Hank Ballard,Sam the Sham & the Pharaohs
Gil Scott-Heron,Linton Kwesi Johnson
Janet Jackson,Robyn
Donna Summer,Robyn
Dionne Warwick,Roberta Flack
Carla Thomas,Roberta Flack
Jerry Butler,Roberta Flack
Mavis Staples,Roberta Flack
Diana Ross,Roberta Flack
Aretha Franklin,Roberta Flack
Curtis Mayfield,Richard Ashcroft
Funkadelic,Richard Ashcroft
Rick James,Rockwell
Michael Jackson,Rockwell
Cameo,Rockwell
Ray Charles,Robert Wyatt
Donna Summer,Sarah Brightman
Solomon Burke,Rod Stewart
Ray Charles,Rod Stewart
Bobby Womack,Rod Stewart
The Drifters,Rod Stewart
James Brown,Rod Stewart
Curtis Mayfield,Rod Stewart
Eddie Floyd,Rod Stewart
Joe Tex,Rod Stewart
Sam Cooke,Rod Stewart
Howard Tate,Rod Stewart
Sam & Dave,Rod Stewart
Marvin Gaye,Rod Stewart
Otis Redding,Rod Stewart
The Temptations,Rod Stewart
Wilson Pickett,Rod Stewart
The Isley Brothers,Rod Stewart
Smokey Robinson,Rod Stewart
Don Covay,Rod Stewart
The Flamingos,Jimmy Cliff
The Impressions,Jimmy Cliff
Jackie Wilson,Jimmy Cliff
James Brown,Jimmy Cliff
The Isley Brothers,Jimmy Cliff
Lee Dorsey,Jimmy Cliff
Smokey Robinson,Jimmy Cliff
The Drifters,Richie Havens
Sam Cooke,Richie Havens
Marvin Gaye,Santana
James Brown,Roger Daltrey
Sam Cooke,Roger Daltrey
Marvin Gaye,Roger Daltrey
Wilson Pickett,Roger Daltrey
Otis Redding,Sammy Hagar
King Floyd,KC & the Sunshine Band
Isaac Hayes,KC & the Sunshine Band
Jerry Butler,KC & the Sunshine Band
The Supremes,KC & the Sunshine Band
Archie Bell & the Drells,KC & the Sunshine Band
The Temptations,KC & the Sunshine Band
Wilson Pickett,KC & the Sunshine Band
The O'Jays,KC & the Sunshine Band
The Soul Survivors,KC & the Sunshine Band
James Brown,Urge Overkill
Parliament,Urge Overkill
Hot Chocolate,Urge Overkill
Sam & Dave,Urge Overkill
The Supremes,Karen Dalton
Marvin Gaye,Prefab Sprout
Roy Brown,Little Milton
Soul II Soul,Portishead
Patti LaBelle,Lisa Stansfield
Teena Marie,Lisa Stansfield
Chic,Lisa Stansfield
Barry White,Lisa Stansfield
Prince,Lisa Stansfield
Martha Wash,Lisa Stansfield
Donna Summer,Lisa Stansfield
Angela Bofill,Lisa Stansfield
Aretha Franklin,Lisa Stansfield
Sly & the Family Stone,Rufus
The Jackson 5,Rufus
Ike & Tina Turner,Rufus
James Brown,Rufus
Jerry Butler,Rufus
Otis Redding,Rufus
Stevie Wonder,Rufus
Wilson Pickett,Rufus
The Isley Brothers,Rufus
Lee Dorsey,Rufus
James Brown,Rufus Thomas
Bobby Brown,Usher
Babyface,Usher
Boyz II Men,Usher
Isaac Hayes,Usher
Bell Biv DeVoe,Usher
Jodeci,Usher
Luther Vandross,Usher
Janet Jackson,Usher
Howard Hewett,Usher
Marvin Gaye,Usher
R. Kelly,Usher
Prince,Usher
Michael Jackson,Usher
Brian McKnight,Usher
The Temptations,Usher
Al B. Sure!,Usher
Stevie Wonder,Usher
Gerald Levert,Usher
Keith Sweat,Usher
Tony! Toni! TonÃ©!,Usher
New Edition,Usher
Morris Day,Usher
Lisa Lisa,Lisette Melendez
Gloria Gaynor,Lisette Melendez
Sister Sledge,Lisette Melendez
Bernie Worrell,Roger
The J.B.'s,Roger
Bootsy Collins,Roger
Parliament,Roger
"Earth, Wind & Fire",Roger
Marvin Gaye,Roger
Ohio Players,Roger
George Clinton,Roger
Stevie Wonder,Roger
Wilson Pickett,Roger
James Brown,Roky Erickson
Screamin' Jay Hawkins,Roky Erickson
Solomon Burke,Van Morrison
Ray Charles,Van Morrison
Jackie Wilson,Van Morrison
The Drifters,Van Morrison
James Brown,Van Morrison
Fats Domino,Van Morrison
Ben E. King,Van Morrison
Sam Cooke,Van Morrison
Percy Mayfield,Van Morrison
Otis Redding,Van Morrison
Terry Callier,Martin Sexton
Al Green,Martin Sexton
The Penguins,Little Anthony & the Imperials
The Platters,Little Anthony & the Imperials
Roy Brown,Percy Mayfield
Wynonie Harris,Percy Mayfield
Roy Brown,Screamin' Jay Hawkins
Ruth Brown,Screamin' Jay Hawkins
Wynonie Harris,Screamin' Jay Hawkins
The Impressions,Vanilla Fudge
Marvin Gaye,Vanilla Fudge
The Supremes,Vanilla Fudge
Marvin Gaye,Luis Fonsi
Prince,Luis Fonsi
Clarence Carter,Marvin Sease
Sam & Dave,Marvin Sease
Otis Redding,Marvin Sease
Al Green,Marvin Sease
Teddy Pendergrass,K-Ci & JoJo
Bobby Womack,K-Ci & JoJo
Isaac Hayes,K-Ci & JoJo
Marvin Gaye,K-Ci & JoJo
The Isley Brothers,K-Ci & JoJo
Bobby Brown,Justin Timberlake
Chic,Justin Timberlake
Janet Jackson,Justin Timberlake
Pharrell Williams,Justin Timberlake
Usher,Justin Timberlake
Marvin Gaye,Justin Timberlake
Prince,Justin Timberlake
Michael Jackson,Justin Timberlake
Brian McKnight,Justin Timberlake
Al Green,Justin Timberlake
Al B. Sure!,Justin Timberlake
Stevie Wonder,Justin Timberlake
New Edition,Justin Timberlake
James Brown,Little Feat
War,Little Feat
The Meters,Little Feat
Allen Toussaint,Little Feat
Allen Toussaint,Sea Level
Patti LaBelle,Vanessa Williams
Teddy Pendergrass,Vanessa Williams
Natalie Cole,Vanessa Williams
Luther Vandross,Vanessa Williams
Lionel Richie,Vanessa Williams
Anita Baker,Vanessa Williams
Diana Ross,Vanessa Williams
Aretha Franklin,Vanessa Williams
The Supremes,Jennifer Holliday
Diana Ross,Jennifer Holliday
Aretha Franklin,Jennifer Holliday
Ray Charles,Marvin Gaye
Jackie Wilson,Marvin Gaye
The Drifters,Marvin Gaye
Ben E. King,Marvin Gaye
Sam Cooke,Marvin Gaye
Roy Hamilton,Marvin Gaye
The Moonglows,Marvin Gaye
Brook Benton,Marvin Gaye
Smokey Robinson,Marvin Gaye
The Platters,Marvin Gaye
Dionne Warwick,Jeffrey Osborne
Tyrone Davis,Jeffrey Osborne
Jody Watley,Jennifer Lopez
En Vogue,Jennifer Lopez
Janet Jackson,Jennifer Lopez
Mariah Carey,Jennifer Lopez
Vanessa Williams,Jennifer Lopez
R. Kelly,Jennifer Lopez
Michael Jackson,Jennifer Lopez
Monica,Jennifer Lopez
Brandy,Jennifer Lopez
Shalamar,Jennifer Lopez
Whitney Houston,Jennifer Lopez
Toni Braxton,Jennifer Lopez
Teddy Pendergrass,R. Kelly
Peabo Bryson,R. Kelly
Bobby Brown,R. Kelly
Keith Washington,R. Kelly
Isaac Hayes,R. Kelly
Jody Watley,R. Kelly
Barry White,R. Kelly
Luther Vandross,R. Kelly
Lionel Richie,R. Kelly
Howard Hewett,R. Kelly
Marvin Gaye,R. Kelly
Prince,R. Kelly
Rick James,R. Kelly
Michael Jackson,R. Kelly
Stevie Wonder,R. Kelly
Gerald Levert,R. Kelly
The Isley Brothers,R. Kelly
Keith Sweat,R. Kelly
Whitney Houston,R. Kelly
Smokey Robinson,R. Kelly
Morris Day,R. Kelly
Aaliyah,Lumidee
Ray Charles,Ricky Skaggs
Slave,Secret Weapon
Cameo,Secret Weapon
The Chantels,Lulu
Tina Turner,Lulu
Jermaine Jackson,Jermaine Stewart
Michael Jackson,Jermaine Stewart
Bobby Womack,Jermaine Jackson
Marvin Gaye,Jermaine Jackson
Jerry Butler,Jermaine Jackson
Otis Redding,Jermaine Jackson
O.V. Wright,Jermaine Jackson
Diana Ross,Jermaine Jackson
Al Green,Jermaine Jackson
Stevie Wonder,Jermaine Jackson
The Flamingos,Peter Tosh
Jackie Wilson,Peter Tosh
James Brown,Peter Tosh
The Temptations,Peter Tosh
The Isley Brothers,Peter Tosh
Babyface,Rahsaan Patterson
Lalah Hathaway,Rahsaan Patterson
Curtis Mayfield,Rahsaan Patterson
Jamiroquai,Rahsaan Patterson
Raphael Saadiq,Rahsaan Patterson
Stevie Wonder,Rahsaan Patterson
Chaka Khan,Rahsaan Patterson
The Flamingos,Jerry Butler
The Dells,Jerry Butler
The Cadillacs,Jerry Butler
The Platters,Jerry Butler
The Jackson 5,Ralph Tresvant
Lionel Richie,Ralph Tresvant
Jermaine Jackson,Ralph Tresvant
Prince,Ralph Tresvant
El DeBarge,Ralph Tresvant
The Five Satins,Neil Sedaka
The Clovers,Neil Sedaka
The Coasters,Neil Sedaka
The Drifters,Neil Sedaka
Little Anthony & the Imperials,Neil Sedaka
The Moonglows,Neil Sedaka
The Penguins,Neil Sedaka
The Platters,Neil Sedaka
Ray Charles,Jerry Lee Lewis
Roy Brown,Jerry Lee Lewis
Parliament,Neneh Cherry
Funkadelic,Neneh Cherry
Sade,Neneh Cherry
Gil Scott-Heron,Neneh Cherry
Tower of Power,Phish
The Meters,Phish
ESG,New Order
Ray Charles,Ronnie Milsap
"Earth, Wind & Fire",Phil Collins
Marvin Gaye,Phil Collins
The Supremes,Phil Collins
Diana Ross,Phil Collins
Sam Cooke,The Rance Allen Group
The Blackbyrds,Pieces of a Dream
Erykah Badu,CÃ©u
Sade,CÃ©u
Edwin Starr,Rare Earth
King Curtis,Rare Earth
The Temptations,Rare Earth
Funkadelic,Meat Puppets
Prince,No Doubt
Sly & the Family Stone,Rose Royce
James Brown,Rose Royce
Parliament,Rose Royce
"Earth, Wind & Fire",Rose Royce
The Supremes,Rose Royce
The Temptations,Rose Royce
Kool & the Gang,Rose Royce
The Undisputed Truth,Rose Royce
Wynonie Harris,Roy Brown
Sly & the Family Stone,Roy Ayers
Sam Cooke,Roy Ayers
Raphael Saadiq,Nikki Jean
Steve Cropper,Jimmie Vaughan
The Coasters,Ray Stevens
James Brown,Jimmy Castor
Gerald Levert,Men at Large
Bobby Womack,Jimi Hendrix
The Impressions,Jimi Hendrix
King Curtis,Jimi Hendrix
James Brown,Jimi Hendrix
Curtis Mayfield,Jimi Hendrix
The Isley Brothers,Jimi Hendrix
Michael Jackson,Rick Astley
Donna Summer,Rick Astley
Marvin Gaye,Los Lobos
Peabo Bryson,Ruben Studdard
James Ingram,Ruben Studdard
Donny Hathaway,Ruben Studdard
Luther Vandross,Ruben Studdard
Brian McKnight,Ruben Studdard
Al Green,Ruben Studdard
Stevie Wonder,Ruben Studdard
Gerald Levert,Ruben Studdard
Dave Hollister,Ruben Studdard
Sly & the Family Stone,Primal Scream
Parliament,Primal Scream
Funkadelic,Primal Scream
Otis Redding,Primal Scream
Wilson Pickett,Primal Scream
Jon Secada,Ricky Martin
Michael Jackson,Ricky Martin
Sly & the Family Stone,Primus
Bootsy Collins,Primus
Parliament,Primus
Funkadelic,Primus
The Meters,Primus
Graham Central Station,Primus
Jackie Wilson,Prince Buster
Larry Williams,Prince Buster
Fats Domino,Prince Buster
Gene Chandler,Prince Buster
Sam Cooke,Prince Buster
Lloyd Price,Prince Buster
Stephanie Mills,Karyn White
Marvin Gaye,Rickie Lee Jones
Sly & the Family Stone,Prince
Chic,Prince
Isaac Hayes,Prince
Bootsy Collins,Prince
Jackie Wilson,Prince
James Brown,Prince
Parliament,Prince
Larry Graham,Prince
"Earth, Wind & Fire",Prince
Eddie Hazel,Prince
Funkadelic,Prince
Rufus,Prince
Marvin Gaye,Prince
Ohio Players,Prince
George Clinton,Prince
Al Green,Prince
Stevie Wonder,Prince
The Brothers Johnson,Prince
Shuggie Otis,Prince
Sylvester,Prince
The Isley Brothers,Prince
Graham Central Station,Prince
Michael Henderson,Prince
Prince,Marta SÃ¡nchez
Chic,Kano
Sly & the Family Stone,Rick James
Bobby Womack,Rick James
Bootsy Collins,Rick James
James Brown,Rick James
Parliament,Rick James
Larry Graham,Rick James
"Earth, Wind & Fire",Rick James
Barry White,Rick James
Funkadelic,Rick James
Marvin Gaye,Rick James
Ohio Players,Rick James
Otis Redding,Rick James
George Clinton,Rick James
Stevie Wonder,Rick James
Graham Central Station,Rick James
Faith Evans,Rihanna
Destiny's Child,Rihanna
Mary J. Blige,Rihanna
BeyoncÃ©,Rihanna
Patti LaBelle,Martha Wash
Alicia Keys,Sara Bareilles
The Gap Band,Nate Dogg
