year,Genre,popularity
1957,Jazz,15
1963,Jazz,22
1988,Jazz,40
1962,Jazz,16
1963,Jazz,21
1993,Electronic,39
1990,Pop/Rock,36
1990,Pop/Rock,39
1990,Pop/Rock,32
1992,Pop/Rock,31
1990,Pop/Rock,33
1990,Pop/Rock,30
1992,Pop/Rock,51
1990,Pop/Rock,48
1990,Pop/Rock,43
1990,Pop/Rock,40
1990,Pop/Rock,40
1966,Country,16
1972,Country,43
1972,Country,30
1952,Electronic,0
2018,Electronic,67
2005,Pop/Rock,42
2005,Pop/Rock,40
2008,Pop/Rock,41
2005,Pop/Rock,62
2003,Pop/Rock,54
2003,Pop/Rock,49
2005,Pop/Rock,50
2010,Pop/Rock,49
2012,Pop/Rock,49
2012,Pop/Rock,50
2010,Pop/Rock,45
2014,Pop/Rock,58
2010,Pop/Rock,51
2017,Pop/Rock,64
2019,Pop/Rock,68
1974,Pop/Rock,25
1972,Pop/Rock,29
1974,Pop/Rock,29
1972,Pop/Rock,28
1973,Pop/Rock,31
1972,Pop/Rock,27
1972,Pop/Rock,63
1972,Pop/Rock,47
1973,Pop/Rock,44
1972,Pop/Rock,38
1974,Pop/Rock,42
1970,Pop/Rock,29
1971,Pop/Rock,31
1970,Pop/Rock,27
1972,Pop/Rock,29
1969,Pop/Rock,25
1973,Pop/Rock,24
1970,Pop/Rock,23
1971,Pop/Rock,22
1970,Pop/Rock,69
1970,Pop/Rock,52
1969,Pop/Rock,31
1970,Pop/Rock,37
1970,Pop/Rock,36
1970,Pop/Rock,35
1991,Pop/Rock,44
1991,Pop/Rock,43
1991,Pop/Rock,72
1989,Pop/Rock,49
1993,Pop/Rock,61
1991,Pop/Rock,54
1996,Pop/Rock,52
1991,Pop/Rock,39
1991,Pop/Rock,38
1999,Pop/Rock,45
1991,Pop/Rock,37
1999,Pop/Rock,45
1999,Pop/Rock,42
1991,Pop/Rock,34
1991,Pop/Rock,34
1991,Pop/Rock,32
1991,Pop/Rock,32
1989,Electronic,33
1989,Electronic,46
1985,Pop/Rock,26
1979,Pop/Rock,21
1985,Pop/Rock,27
1985,Pop/Rock,26
1985,Pop/Rock,67
2001,Pop/Rock,57
1985,Pop/Rock,46
2001,Pop/Rock,55
1985,Pop/Rock,37
1999,Electronic,52
1999,Reggae,39
1998,Reggae,58
1983,R&B;,26
1983,R&B;,22
1975,R&B;,49
1999,R&B;,55
1983,R&B;,47
1984,R&B;,42
1984,R&B;,34
1984,R&B;,32
1960,Blues,16
1960,Blues,16
1964,Blues,22
1964,Blues,22
1968,Blues,27
1971,Blues,32
2003,Blues,47
1964,Blues,21
1966,Blues,22
1977,Blues,33
1989,Blues,36
1977,Blues,33
1977,Blues,30
1968,Blues,24
1977,Blues,30
1977,Blues,29
1989,Blues,33
1967,Blues,24
1977,Blues,29
1966,Blues,20
1968,Blues,22
1977,Blues,29
1989,Blues,31
1989,Blues,32
1966,Blues,19
1968,Blues,21
1981,Blues,22
1989,Blues,31
1957,Blues,45
1977,Blues,63
1964,Blues,45
1977,Blues,54
1957,Blues,33
1957,Blues,30
1957,Blues,29
1957,Blues,29
1957,Blues,29
1960,Blues,29
1964,Blues,42
1964,Blues,39
1966,Blues,42
1968,Blues,43
1989,Blues,52
1957,Blues,28
1960,Blues,28
1960,Blues,27
1964,Blues,35
1968,Blues,41
1977,Blues,41
1964,Blues,32
1964,Blues,31
1966,Blues,34
1966,Blues,33
1957,Blues,25
1960,Blues,24
1960,Blues,21
1960,Blues,21
1960,Blues,22
1968,Blues,34
1989,Blues,45
1989,Blues,45
1957,Blues,22
1960,Blues,22
1960,Blues,20
1960,Blues,20
1964,Blues,27
1966,Blues,31
1989,Blues,42
1997,Blues,50
1957,Blues,20
1960,Blues,19
1960,Blues,19
1964,Blues,26
1981,Blues,37
1957,Blues,19
1960,Blues,17
1960,Blues,18
1960,Blues,16
1960,Blues,17
1960,Blues,17
1964,Blues,25
1964,Blues,24
1964,Blues,25
1968,Blues,28
1928,Blues,0
1957,Blues,18
1960,Blues,16
1960,Blues,15
1960,Blues,16
1977,Blues,35
1989,Blues,39
1991,Pop/Rock,37
2008,Pop/Rock,49
1992,Pop/Rock,51
2000,Pop/Rock,41
2008,Pop/Rock,46
2000,Pop/Rock,40
1997,Pop/Rock,41
2000,Pop/Rock,40
2000,Pop/Rock,38
2002,Pop/Rock,38
2000,Pop/Rock,33
2000,Pop/Rock,35
2002,Pop/Rock,38
2000,Pop/Rock,62
2005,Pop/Rock,67
2009,Pop/Rock,56
2002,Pop/Rock,52
2005,Pop/Rock,55
2000,Pop/Rock,49
2002,Pop/Rock,49
2005,Pop/Rock,54
2005,Pop/Rock,49
2007,Pop/Rock,49
2002,Pop/Rock,44
1969,International,31
1972,International,33
1969,International,29
1969,International,29
1969,International,28
1969,International,28
1969,International,28
1969,International,28
1969,International,27
1972,International,29
1998,International,39
1969,International,25
1972,International,29
1972,International,26
1998,International,39
1969,International,58
1969,International,57
1998,International,57
1969,International,47
1969,International,38
1969,International,35
1972,International,38
1969,International,34
1969,International,32
1969,International,32
1969,International,31
1969,International,30
1972,International,35
2007,Jazz,48
2002,Jazz,52
2012,Pop/Rock,49
2012,Pop/Rock,49
2011,Pop/Rock,46
2012,Pop/Rock,48
2015,Pop/Rock,54
2015,Pop/Rock,53
2011,Pop/Rock,46
2012,Pop/Rock,47
2012,Pop/Rock,46
2018,Pop/Rock,59
2015,Pop/Rock,51
2015,Pop/Rock,51
2018,Pop/Rock,59
2012,Pop/Rock,45
2018,Pop/Rock,58
2016,Pop/Rock,56
2009,Pop/Rock,68
2009,Pop/Rock,67
2012,Pop/Rock,69
2009,Pop/Rock,58
2009,Pop/Rock,56
2009,Pop/Rock,54
2009,Pop/Rock,53
2012,Pop/Rock,57
2012,Pop/Rock,56
2012,Pop/Rock,56
2015,Pop/Rock,59
2009,Pop/Rock,50
2009,Pop/Rock,50
2009,Pop/Rock,50
2009,Pop/Rock,50
2012,Pop/Rock,53
2009,Pop/Rock,49
2012,Pop/Rock,52
2012,Pop/Rock,52
2009,Pop/Rock,48
2015,Pop/Rock,56
1970,Pop/Rock,34
1970,Pop/Rock,30
1970,Pop/Rock,69
1970,Pop/Rock,39
2012,Pop/Rock,60
2004,Pop/Rock,51
2012,Pop/Rock,60
2006,Pop/Rock,49
2009,Pop/Rock,55
2009,Pop/Rock,55
1999,Pop/Rock,49
2004,Pop/Rock,50
2004,Pop/Rock,49
2004,Pop/Rock,50
2001,Pop/Rock,39
2006,Pop/Rock,51
2006,Pop/Rock,52
2009,Pop/Rock,54
2001,Pop/Rock,38
2009,Pop/Rock,54
2012,Pop/Rock,57
1999,Pop/Rock,48
2001,Pop/Rock,37
2006,Pop/Rock,50
2006,Pop/Rock,49
2001,Pop/Rock,36
2004,Pop/Rock,47
2006,Pop/Rock,51
2004,Pop/Rock,46
2006,Pop/Rock,49
2006,Pop/Rock,73
2009,Pop/Rock,75
2004,Pop/Rock,69
2004,Pop/Rock,67
2006,Pop/Rock,72
2006,Pop/Rock,68
2012,Pop/Rock,69
2001,Pop/Rock,52
2001,Pop/Rock,50
2004,Pop/Rock,60
2009,Pop/Rock,64
1999,Pop/Rock,61
2001,Pop/Rock,47
2009,Pop/Rock,63
1999,Pop/Rock,56
2004,Pop/Rock,57
1999,Pop/Rock,56
2001,Pop/Rock,44
2006,Pop/Rock,58
2015,Pop/Rock,69
2004,Pop/Rock,56
2006,Pop/Rock,55
2004,Pop/Rock,54
2004,Pop/Rock,54
2003,Pop/Rock,45
1996,Pop/Rock,38
1999,Pop/Rock,41
2003,Pop/Rock,43
1995,Pop/Rock,36
1996,Pop/Rock,34
2003,Pop/Rock,39
2003,Pop/Rock,57
1999,Pop/Rock,48
1994,Reggae,62
2008,R&B;,45
2002,R&B;,38
2000,R&B;,50
2000,R&B;,35
2002,R&B;,37
2000,R&B;,37
2003,R&B;,37
2000,R&B;,36
2000,R&B;,32
2000,R&B;,57
2000,R&B;,56
2002,R&B;,52
2007,R&B;,55
2008,R&B;,58
2002,R&B;,51
2000,R&B;,56
2002,R&B;,48
2000,R&B;,39
2007,R&B;,46
2009,Pop/Rock,46
2006,Pop/Rock,41
1995,Pop/Rock,40
2009,Pop/Rock,47
2009,Pop/Rock,49
1998,Pop/Rock,35
1995,Pop/Rock,45
2000,Pop/Rock,41
1990,Pop/Rock,31
1995,Pop/Rock,48
1988,Pop/Rock,29
1988,Pop/Rock,28
1988,Pop/Rock,27
1988,Pop/Rock,27
1988,Pop/Rock,27
1988,Pop/Rock,26
1988,Pop/Rock,26
1988,Pop/Rock,25
1988,Pop/Rock,25
1990,Pop/Rock,27
1988,Pop/Rock,25
1990,Pop/Rock,26
1991,Pop/Rock,27
1991,Pop/Rock,52
1991,Pop/Rock,51
1991,Pop/Rock,46
1991,Pop/Rock,43
1991,Pop/Rock,42
1991,Pop/Rock,41
1991,Pop/Rock,40
1991,Pop/Rock,39
1991,Pop/Rock,39
1988,Pop/Rock,35
1991,Pop/Rock,38
1991,Pop/Rock,37
1988,Pop/Rock,31
2002,Pop/Rock,45
2010,Pop/Rock,52
2010,Pop/Rock,51
2010,Pop/Rock,51
2006,Pop/Rock,42
2009,Pop/Rock,42
2016,Pop/Rock,59
2006,Pop/Rock,45
2014,Pop/Rock,53
2016,Pop/Rock,58
2006,Pop/Rock,39
2014,Pop/Rock,51
2006,Pop/Rock,38
2004,Pop/Rock,73
2004,Pop/Rock,72
2004,Pop/Rock,66
2006,Pop/Rock,77
2006,Pop/Rock,77
2006,Pop/Rock,70
2006,Pop/Rock,66
2006,Pop/Rock,69
2004,Pop/Rock,61
2004,Pop/Rock,61
2004,Pop/Rock,59
2006,Pop/Rock,65
2006,Pop/Rock,64
2006,Pop/Rock,62
2010,Pop/Rock,69
2004,Pop/Rock,59
2004,Pop/Rock,59
2004,Pop/Rock,58
2006,Pop/Rock,61
2006,Pop/Rock,61
2006,Pop/Rock,62
2006,Pop/Rock,60
2002,Pop/Rock,55
2002,Pop/Rock,54
2002,Pop/Rock,54
2004,Pop/Rock,55
2004,Pop/Rock,55
2004,Pop/Rock,54
2010,Pop/Rock,60
2010,Pop/Rock,59
2002,Pop/Rock,52
2002,Pop/Rock,52
2006,Pop/Rock,56
2008,Pop/Rock,55
2010,Pop/Rock,57
2004,Pop/Rock,51
2010,Pop/Rock,55
2002,Pop/Rock,49
2002,Pop/Rock,49
2006,Pop/Rock,52
2010,Pop/Rock,57
2010,Pop/Rock,56
2012,Pop/Rock,59
2002,Pop/Rock,47
2010,Pop/Rock,55
2012,Pop/Rock,55
2012,Pop/Rock,57
2002,Pop/Rock,46
2002,Pop/Rock,46
2010,Pop/Rock,52
1994,Pop/Rock,38
1990,Pop/Rock,29
1990,Pop/Rock,40
2005,Pop/Rock,45
2008,Pop/Rock,44
2005,Pop/Rock,48
2003,Pop/Rock,39
2003,Pop/Rock,38
2001,Pop/Rock,37
2005,Pop/Rock,40
2003,Pop/Rock,55
2004,Pop/Rock,54
2005,Pop/Rock,55
2003,Pop/Rock,51
2004,Pop/Rock,53
2008,Pop/Rock,51
1998,R&B;,67
1998,R&B;,58
2000,R&B;,54
2000,R&B;,56
2003,R&B;,54
2003,R&B;,51
1998,R&B;,43
2000,R&B;,41
1999,Stage & Screen,42
2012,Stage & Screen,52
2003,Pop/Rock,41
2005,Pop/Rock,41
1999,Pop/Rock,40
1996,Pop/Rock,53
1990,Jazz,32
1992,Jazz,32
1986,Jazz,24
1986,Jazz,24
2010,Jazz,45
1986,Jazz,22
1986,Jazz,42
1986,Jazz,39
1986,Jazz,29
1988,Jazz,31
1983,Pop/Rock,29
1983,Pop/Rock,31
1983,Pop/Rock,27
1984,Pop/Rock,30
1994,Pop/Rock,35
1991,Pop/Rock,33
1983,Pop/Rock,23
1983,Pop/Rock,57
1983,Pop/Rock,51
1983,Pop/Rock,50
1983,Pop/Rock,42
1991,Pop/Rock,43
1983,Pop/Rock,38
1989,Pop/Rock,32
1984,Pop/Rock,25
1988,Pop/Rock,36
1977,Vocal,33
1986,Vocal,28
1977,Vocal,31
1983,Vocal,38
1986,Vocal,38
1977,Vocal,34
1986,Vocal,46
1987,Country,30
1987,Country,26
1993,Country,32
1986,Country,38
1993,Country,42
1993,Country,44
1994,Country,40
1993,Country,39
2006,Pop/Rock,52
1996,Pop/Rock,44
1966,Pop/Rock,25
1966,Pop/Rock,25
1966,Pop/Rock,24
1966,Pop/Rock,23
1966,Pop/Rock,23
1966,Pop/Rock,22
1966,Pop/Rock,22
1966,Pop/Rock,23
1966,Pop/Rock,22
1966,Pop/Rock,22
2005,Pop/Rock,44
1966,Pop/Rock,21
1966,Pop/Rock,68
1966,Pop/Rock,62
1966,Pop/Rock,45
1966,Pop/Rock,40
1966,Pop/Rock,35
2003,Pop/Rock,58
1966,Pop/Rock,33
1966,Pop/Rock,33
1966,Pop/Rock,34
1966,Pop/Rock,33
1966,Pop/Rock,31
1966,Pop/Rock,34
1987,Pop/Rock,44
1966,Pop/Rock,27
1966,Pop/Rock,29
1966,Pop/Rock,29
1966,Pop/Rock,30
1966,Pop/Rock,27
1964,Vocal,21
1960,Vocal,9
1960,Vocal,9
1960,Vocal,9
1963,Vocal,20
1965,Vocal,23
1960,Vocal,15
1961,Vocal,9
1965,Vocal,20
2004,Vocal,51
1960,Vocal,13
1960,Vocal,9
1961,Vocal,8
1960,Vocal,7
1961,Vocal,8
1964,Vocal,18
1965,Vocal,14
1960,Vocal,7
1960,Vocal,6
1963,Vocal,17
1964,Vocal,18
2000,Vocal,40
1960,Vocal,9
1960,Vocal,6
1960,Vocal,9
1966,Vocal,14
1960,Vocal,8
1964,Vocal,15
1966,Vocal,16
1969,Vocal,22
1960,Vocal,5
1964,Vocal,14
1965,Vocal,13
1965,Vocal,13
1964,Vocal,51
1964,Vocal,51
1963,Vocal,28
1961,Vocal,18
1960,Vocal,15
1964,Vocal,23
1960,Vocal,11
1961,Vocal,12
1960,Vocal,10
1963,Vocal,22
1964,Vocal,22
1964,Vocal,21
1990,Pop/Rock,40
1987,Pop/Rock,40
1984,Blues,32
1979,Jazz,32
1979,Jazz,40
1955,Jazz,3
1955,Jazz,6
1955,Jazz,5
1955,Jazz,4
1960,Jazz,14
1955,Jazz,3
1955,Jazz,4
1955,Jazz,2
1955,Jazz,28
1960,Jazz,32
1956,Jazz,12
1956,Jazz,12
1956,Jazz,12
1956,Jazz,11
1956,Jazz,13
1956,Jazz,11
1957,Jazz,15
1957,Jazz,15
1957,Jazz,14
1960,Jazz,20
1961,Jazz,15
1964,Jazz,21
1966,Jazz,23
1991,Jazz,39
1956,Jazz,11
1956,Jazz,12
1956,Jazz,11
1956,Jazz,11
1956,Jazz,12
1957,Jazz,14
1959,Jazz,20
1962,Jazz,21
1991,Jazz,36
1957,Jazz,13
1957,Jazz,11
1960,Jazz,14
1962,Jazz,16
1962,Jazz,14
1966,Jazz,25
1957,Jazz,12
1959,Jazz,18
1962,Jazz,19
1962,Jazz,15
1962,Jazz,18
1957,Jazz,11
1962,Jazz,18
1962,Jazz,14
1965,Jazz,21
1965,Jazz,22
1996,Jazz,43
2003,Jazz,51
1959,Jazz,12
1959,Jazz,13
1960,Jazz,8
1961,Jazz,9
1962,Jazz,17
1959,Jazz,12
1959,Jazz,11
1962,Jazz,16
1962,Jazz,12
1962,Jazz,17
1991,Jazz,34
1993,Jazz,37
2009,Jazz,47
1959,Jazz,11
1959,Jazz,11
1960,Jazz,9
1960,Jazz,9
1961,Jazz,8
1962,Jazz,16
1962,Jazz,11
1962,Jazz,11
1958,Jazz,7
1958,Jazz,6
1959,Jazz,12
1959,Jazz,11
1960,Jazz,8
1961,Jazz,8
1962,Jazz,11
1964,Jazz,14
1991,Jazz,31
1999,Jazz,42
1952,Jazz,27
1952,Jazz,18
1954,Jazz,64
1954,Jazz,54
1954,Jazz,48
1954,Jazz,31
1954,Jazz,32
1954,Jazz,31
1958,Jazz,48
1959,Jazz,53
1962,Jazz,48
1962,Jazz,42
1962,Jazz,46
1991,Jazz,63
1992,Jazz,68
1952,Jazz,17
1952,Jazz,15
1952,Jazz,15
1952,Jazz,14
1952,Jazz,14
1952,Jazz,14
1952,Jazz,13
1952,Jazz,12
1952,Jazz,13
1952,Jazz,15
1952,Jazz,13
1952,Jazz,13
1954,Jazz,24
1954,Jazz,24
1957,Jazz,39
1958,Jazz,40
1959,Jazz,49
1959,Jazz,45
1960,Jazz,33
1962,Jazz,35
1962,Jazz,34
1962,Jazz,34
1962,Jazz,41
1964,Jazz,43
1965,Jazz,40
1987,Jazz,57
1991,Jazz,58
1991,Jazz,56
1991,Jazz,55
1952,Jazz,11
1952,Jazz,12
1952,Jazz,11
1952,Jazz,12
1952,Jazz,11
1962,Jazz,29
1962,Jazz,28
1964,Jazz,41
1964,Jazz,38
1987,Jazz,51
2003,Jazz,61
1958,Jazz,25
1958,Jazz,24
1961,Jazz,29
1962,Jazz,26
1962,Jazz,25
1962,Jazz,24
1962,Jazz,24
1991,Jazz,52
1958,Jazz,21
1962,Jazz,23
1962,Jazz,23
1962,Jazz,22
1962,Jazz,22
1967,Jazz,40
1987,Jazz,47
1992,Jazz,52
2001,Jazz,52
1957,Jazz,23
1959,Jazz,31
1962,Jazz,21
1991,Jazz,48
1958,Jazz,18
1962,Jazz,19
1991,Jazz,45
1957,Jazz,19
1958,Jazz,17
1958,Jazz,16
1959,Jazz,29
1959,Jazz,30
1962,Jazz,31
1956,Jazz,14
1956,Jazz,13
1957,Jazz,20
1958,Jazz,20
1958,Jazz,16
1958,Jazz,16
1958,Jazz,15
1958,Jazz,15
1959,Jazz,26
1959,Jazz,23
1959,Jazz,22
1959,Jazz,25
1961,Jazz,17
1962,Jazz,17
1987,Jazz,41
1956,Jazz,13
1956,Jazz,13
1956,Jazz,13
1958,Jazz,15
1958,Jazz,14
1958,Jazz,15
1958,Jazz,14
1959,Jazz,15
1964,Jazz,19
1987,Jazz,40
1991,Jazz,40
1992,Jazz,43
2015,Latin,69
2010,Latin,42
2015,Latin,64
2009,Latin,56
2015,Latin,65
2018,Latin,67
2002,Latin,64
1977,R&B;,31
1977,R&B;,29
1991,R&B;,41
2000,R&B;,43
1991,R&B;,40
1975,R&B;,26
1976,R&B;,29
1977,R&B;,25
1991,R&B;,33
2013,R&B;,60
1991,R&B;,35
1993,R&B;,38
1975,R&B;,71
1989,R&B;,66
1991,R&B;,63
2003,R&B;,65
1989,R&B;,57
1991,R&B;,58
1991,R&B;,56
1975,R&B;,45
1977,R&B;,40
1977,R&B;,38
1987,R&B;,44
1977,R&B;,32
1980,R&B;,29
1987,R&B;,40
1995,R&B;,37
2005,Religious,43
2015,Religious,55
2010,Religious,51
2001,Pop/Rock,46
1998,Pop/Rock,67
2001,Pop/Rock,61
1998,Pop/Rock,42
1995,Pop/Rock,39
1995,Pop/Rock,35
1995,Pop/Rock,36
1998,Pop/Rock,37
2001,Pop/Rock,49
1995,Pop/Rock,34
1998,Pop/Rock,36
1998,Pop/Rock,60
1995,Pop/Rock,52
1995,Pop/Rock,51
1998,Pop/Rock,52
1995,Pop/Rock,44
1995,Pop/Rock,42
2005,Pop/Rock,49
2004,Pop/Rock,47
2005,Pop/Rock,43
2004,Pop/Rock,77
2008,Pop/Rock,63
2004,Pop/Rock,64
2008,Pop/Rock,57
2005,R&B;,48
2006,R&B;,47
2003,R&B;,46
2004,R&B;,44
2005,R&B;,42
2001,R&B;,49
2007,R&B;,44
1998,R&B;,40
2001,R&B;,48
2006,R&B;,46
1998,R&B;,34
2001,R&B;,47
1993,R&B;,65
1994,R&B;,74
1996,R&B;,67
1999,R&B;,67
2000,R&B;,68
2002,R&B;,83
2003,R&B;,69
2005,R&B;,72
2001,R&B;,61
1996,R&B;,55
2001,R&B;,61
2002,R&B;,51
1994,R&B;,51
1994,R&B;,53
1998,R&B;,48
2000,R&B;,55
2002,R&B;,56
2004,R&B;,59
1998,R&B;,44
2002,R&B;,55
2002,R&B;,52
2003,R&B;,48
2004,R&B;,55
1998,R&B;,43
2001,R&B;,59
2002,R&B;,46
2004,R&B;,54
2015,R&B;,64
2000,R&B;,43
2012,R&B;,65
2002,R&B;,42
2005,R&B;,52
2005,R&B;,51
1998,R&B;,43
2007,R&B;,50
2014,Pop/Rock,50
1975,Pop/Rock,26
1980,Pop/Rock,29
1973,Pop/Rock,31
1980,Pop/Rock,26
1973,Pop/Rock,30
1973,Pop/Rock,30
1977,Pop/Rock,24
1987,Pop/Rock,30
1976,Pop/Rock,27
1976,Pop/Rock,19
1983,Pop/Rock,34
1977,Pop/Rock,25
1980,Pop/Rock,24
1975,Pop/Rock,59
1975,Pop/Rock,58
1983,Pop/Rock,57
1975,Pop/Rock,38
1973,Pop/Rock,40
1975,Pop/Rock,36
1975,Pop/Rock,32
1975,Pop/Rock,31
1987,Pop/Rock,43
1975,Pop/Rock,28
2008,R&B;,44
2009,R&B;,50
2012,R&B;,48
2006,R&B;,43
2009,R&B;,54
2010,R&B;,47
2020,R&B;,9
2020,R&B;,0
2010,R&B;,57
2006,R&B;,43
2008,R&B;,40
2012,R&B;,45
2009,R&B;,44
2015,R&B;,53
2008,R&B;,42
2006,R&B;,77
2008,R&B;,68
2008,R&B;,61
2011,R&B;,79
2014,R&B;,77
2006,R&B;,67
2007,R&B;,61
2008,R&B;,62
2008,R&B;,58
2012,R&B;,68
2011,R&B;,56
2015,R&B;,60
2006,R&B;,56
2010,R&B;,61
2009,R&B;,51
2006,R&B;,49
2009,R&B;,46
2006,R&B;,47
2008,Country,42
1994,Country,54
2008,Country,59
1994,Country,50
1997,Country,51
2015,Pop/Rock,58
2012,Pop/Rock,53
1981,Pop/Rock,26
1981,Pop/Rock,25
1981,Pop/Rock,31
1981,Pop/Rock,30
1968,Pop/Rock,30
1968,Pop/Rock,27
1968,Pop/Rock,29
1969,Pop/Rock,31
1971,Pop/Rock,40
1971,Pop/Rock,35
1972,Pop/Rock,36
1983,Pop/Rock,30
1968,Pop/Rock,25
1968,Pop/Rock,27
1970,Pop/Rock,29
1970,Pop/Rock,29
1981,Pop/Rock,31
1968,Pop/Rock,27
1968,Pop/Rock,27
1969,Pop/Rock,30
1976,Pop/Rock,40
1986,Pop/Rock,34
1968,Pop/Rock,25
1968,Pop/Rock,25
1968,Pop/Rock,25
1974,Pop/Rock,30
1980,Pop/Rock,34
1980,Pop/Rock,32
1983,Pop/Rock,25
1968,Pop/Rock,25
1969,Pop/Rock,26
1969,Pop/Rock,26
1973,Pop/Rock,34
1973,Pop/Rock,35
1973,Pop/Rock,34
1977,Pop/Rock,32
1980,Pop/Rock,31
1980,Pop/Rock,32
1968,Pop/Rock,25
1969,Pop/Rock,26
1969,Pop/Rock,26
1969,Pop/Rock,26
1973,Pop/Rock,34
1980,Pop/Rock,31
1983,Pop/Rock,23
1968,Pop/Rock,24
1968,Pop/Rock,23
1969,Pop/Rock,26
1969,Pop/Rock,26
1969,Pop/Rock,25
1971,Pop/Rock,28
1968,Pop/Rock,23
1969,Pop/Rock,25
1969,Pop/Rock,24
1970,Pop/Rock,26
1971,Pop/Rock,26
1973,Pop/Rock,31
1974,Pop/Rock,25
1974,Pop/Rock,22
1980,Pop/Rock,30
1969,Pop/Rock,25
1969,Pop/Rock,22
1969,Pop/Rock,24
1969,Pop/Rock,23
1969,Pop/Rock,23
1971,Pop/Rock,27
1973,Pop/Rock,31
1973,Pop/Rock,31
1973,Pop/Rock,32
1976,Pop/Rock,31
1983,Pop/Rock,23
1983,Pop/Rock,20
1969,Pop/Rock,24
1969,Pop/Rock,24
1973,Pop/Rock,32
1973,Pop/Rock,32
1973,Pop/Rock,31
1973,Pop/Rock,31
1973,Pop/Rock,30
1996,Pop/Rock,42
1968,Pop/Rock,59
1968,Pop/Rock,54
1969,Pop/Rock,78
1969,Pop/Rock,57
1970,Pop/Rock,63
1971,Pop/Rock,62
1978,Pop/Rock,64
1968,Pop/Rock,48
1969,Pop/Rock,50
1972,Pop/Rock,57
1979,Pop/Rock,60
1980,Pop/Rock,53
1980,Pop/Rock,54
1968,Pop/Rock,47
1968,Pop/Rock,44
1972,Pop/Rock,51
1980,Pop/Rock,50
1983,Pop/Rock,43
1968,Pop/Rock,42
1968,Pop/Rock,43
1969,Pop/Rock,43
1970,Pop/Rock,46
1974,Pop/Rock,44
1974,Pop/Rock,42
1982,Pop/Rock,41
1983,Pop/Rock,39
1969,Pop/Rock,42
1971,Pop/Rock,43
1973,Pop/Rock,45
1976,Pop/Rock,44
1977,Pop/Rock,43
1968,Pop/Rock,34
1968,Pop/Rock,36
1973,Pop/Rock,44
1980,Pop/Rock,42
1980,Pop/Rock,42
1983,Pop/Rock,36
1996,Pop/Rock,58
1969,Pop/Rock,38
1973,Pop/Rock,45
1973,Pop/Rock,42
1973,Pop/Rock,41
1973,Pop/Rock,42
1980,Pop/Rock,41
1968,Pop/Rock,33
1969,Pop/Rock,33
1973,Pop/Rock,42
1973,Pop/Rock,41
1973,Pop/Rock,41
1973,Pop/Rock,42
1974,Pop/Rock,36
1974,Pop/Rock,33
1968,Pop/Rock,28
1968,Pop/Rock,31
1983,Pop/Rock,39
1959,Pop/Rock,25
1959,Pop/Rock,22
1983,Pop/Rock,35
1959,Pop/Rock,21
2007,Pop/Rock,46
1960,Pop/Rock,16
1960,Pop/Rock,13
1959,Pop/Rock,17
1960,Pop/Rock,10
1959,Pop/Rock,20
1960,Pop/Rock,13
1960,Pop/Rock,11
1960,Pop/Rock,13
1960,Pop/Rock,14
1959,Pop/Rock,58
1959,Pop/Rock,51
1960,Pop/Rock,59
1960,Pop/Rock,47
1959,Pop/Rock,49
1960,Pop/Rock,30
2007,Pop/Rock,62
1959,Pop/Rock,32
1983,Pop/Rock,53
1959,Pop/Rock,30
1972,Pop/Rock,47
1983,Pop/Rock,41
1999,Pop/Rock,48
1960,Pop/Rock,27
1959,Pop/Rock,28
1983,Pop/Rock,38
1960,Pop/Rock,22
1960,Pop/Rock,23
1959,Pop/Rock,20
1960,Pop/Rock,18
2001,Pop/Rock,46
1969,Pop/Rock,28
1969,Pop/Rock,28
1973,Pop/Rock,31
1975,Pop/Rock,31
1975,Pop/Rock,31
1977,Pop/Rock,35
1978,Pop/Rock,33
1992,Pop/Rock,41
1992,Pop/Rock,41
1992,Pop/Rock,41
1995,Pop/Rock,44
1969,Pop/Rock,28
1969,Pop/Rock,27
1973,Pop/Rock,30
1975,Pop/Rock,30
1977,Pop/Rock,31
1977,Pop/Rock,30
1978,Pop/Rock,31
1978,Pop/Rock,31
1989,Pop/Rock,39
1969,Pop/Rock,26
1973,Pop/Rock,30
1973,Pop/Rock,30
1975,Pop/Rock,29
1977,Pop/Rock,30
1982,Pop/Rock,32
1969,Pop/Rock,26
1973,Pop/Rock,28
1977,Pop/Rock,30
1977,Pop/Rock,29
1977,Pop/Rock,30
1977,Pop/Rock,29
1977,Pop/Rock,28
1977,Pop/Rock,28
1977,Pop/Rock,28
2004,Pop/Rock,49
1975,Pop/Rock,27
1977,Pop/Rock,29
1977,Pop/Rock,28
1977,Pop/Rock,28
1993,Pop/Rock,38
2004,Pop/Rock,46
1977,Pop/Rock,27
1977,Pop/Rock,27
1977,Pop/Rock,27
1973,Pop/Rock,26
1973,Pop/Rock,26
1977,Pop/Rock,26
1980,Pop/Rock,28
1977,Pop/Rock,27
1973,Pop/Rock,26
1977,Pop/Rock,25
1977,Pop/Rock,25
1982,Pop/Rock,25
1983,Pop/Rock,25
1993,Pop/Rock,35
2004,Pop/Rock,43
1972,Pop/Rock,73
1972,Pop/Rock,69
1972,Pop/Rock,60
1972,Pop/Rock,58
1974,Pop/Rock,58
1989,Pop/Rock,66
1992,Pop/Rock,71
1970,Pop/Rock,55
1970,Pop/Rock,55
1970,Pop/Rock,54
