danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,Genre
0.24,0.283,0.172,94.05,-14.438,1,10,0.585,0.0473,0.129,0.0332,0,168773,21,1962,1962,Vocal
0.228,0.201,0.115,78.979,-14.199,1,9,0.702,0.00000317,0.112,0.0307,0,219067,20,1962,1962,Vocal
0.239,0.17,0.189,80.767,-13.91,1,1,0.821,0.00000539,0.0851,0.034,0,209173,18,1962,1962-10,Vocal
0.303,0.0488,0.185,114.426,-20.633,1,3,0.94,0.00000747,0.114,0.0353,0,175707,22,1963,1963-08,Vocal
0.598,0.273,0.679,117.581,-15.193,1,0,0.532,0,0.484,0.0352,0,158933,24,1963,1963-08,Vocal
0.449,0.291,0.486,86.917,-12.341,1,8,0.447,0,0.0646,0.0482,0,140360,23,1964,1964-08,Vocal
0.513,0.324,0.371,80.046,-13.01,0,7,0.566,0.0000017,0.116,0.035,0,179667,23,1964,1964-08,Vocal
0.253,0.0777,0.148,83.927,-21.397,1,11,0.969,0.000126,0.109,0.0313,0,179813,22,1964,1964-11,Vocal
0.565,0.468,0.634,94.999,-10.026,0,6,0.382,0,0.105,0.0777,0,140973,23,1964,1964-08,Vocal
0.387,0.539,0.498,151.761,-6.77,1,8,0.646,0,0.272,0.0424,0,314307,25,1965,1965,Vocal
0.238,0.334,0.231,93.042,-7.814,1,8,0.871,0.0000488,0.0588,0.0296,0,177160,26,1965,1965,Vocal
0.162,0.146,0.165,63.381,-16.497,1,9,0.822,0,0.113,0.0349,0,195480,25,1965,1965-08,Vocal
0.337,0.267,0.475,78.118,-15.387,0,9,0.703,0,0.318,0.0304,0,177133,31,1966,1966-11,Vocal
0.658,0.527,0.821,123.45,-7.569,1,1,0.393,0,0.122,0.0345,0,128920,31,1966,1966-05,Vocal
0.522,0.505,0.752,133.995,-11.717,1,0,0.274,0.621,0.919,0.0715,0,176267,27,1966,1966-07,Vocal
0.408,0.634,0.559,74.15,-10.311,1,0,0.62,0,0.965,0.306,0,136267,27,1966,1966-07,Vocal
0.648,0.657,0.734,126.873,-8.692,1,8,0.471,0,0.957,0.318,0,166173,27,1966,1966-07,Vocal
0.43,0.547,0.762,141.46,-5.804,1,10,0.386,0,0.115,0.0338,0,135533,29,1966,1966-05,Vocal
0.593,0.297,0.37,99.163,-10.494,0,7,0.741,0,0.0935,0.0294,0,140467,34,1969,1969-03,Vocal
0.217,0.258,0.0662,129.405,-12.82,1,0,0.581,0.0000158,0.111,0.0361,0,239400,36,1969,1969-03,Vocal
0.258,0.0836,0.0716,121.19,-21.129,1,1,0.916,0.00332,0.134,0.0406,0,193507,17,1957,1957,Vocal
0.23,0.0403,0.151,169.261,-19.791,1,1,0.949,0.00192,0.134,0.0389,0,178800,17,1957,1957,Vocal
0.153,0.128,0.143,178.91,-17.657,1,5,0.755,0.000064,0.192,0.0398,0,291640,16,1957,1957,Vocal
0.296,0.142,0.203,81.791,-17.025,1,11,0.919,0.0017,0.133,0.0373,0,189000,15,1957,1957,Vocal
0.195,0.083,0.174,176.713,-18.719,1,4,0.773,0.00221,0.143,0.041,0,161973,17,1957,1957,Vocal
0.216,0.0946,0.211,70.163,-18.257,1,0,0.759,0.000033,0.174,0.0389,0,251133,16,1957,1957,Vocal
0.211,0.149,0.0758,79.488,-16.675,1,5,0.838,0.0043,0.244,0.0357,0,286107,15,1958,1/1/58,Vocal
0.135,0.181,0.176,178.31,-14.026,1,10,0.932,0.00016,0.103,0.0379,0,195507,16,1958,1/1/58,Vocal
0.517,0.361,0.515,122.846,-9.737,1,3,0.713,0,0.254,0.0547,0,147577,15,1958,1958-01,Vocal
0.641,0.167,0.509,118.879,-15.908,1,7,0.568,0,0.274,0.0413,0,164667,18,1961,1961-07,Vocal
0.549,0.242,0.497,119.941,-13.134,1,0,0.648,0,0.129,0.0362,0,218667,15,1961,1961-10,Vocal
0.59,0.162,0.621,125.218,-14.623,1,5,0.904,0,0.0831,0.0415,0,128800,16,1961,1961-07,Vocal
0.518,0.25,0.63,119.068,-10.138,1,5,0.779,0,0.261,0.033,0,162333,16,1961,1961-07,Vocal
0.517,0.315,0.408,130.507,-12.711,1,4,0.479,0,0.107,0.05,0,155733,16,1961,1961-07,Vocal
0.5,0.224,0.438,116.831,-11.833,1,1,0.727,0,0.0976,0.0319,0,140360,17,1961,1961-07,Vocal
0.554,0.234,0.571,123.192,-14.257,0,5,0.623,0,0.0642,0.0492,0,208373,17,1962,12/10/62,Vocal
0.173,0.193,0.287,79.022,-15.595,1,1,0.827,0.00000772,0.387,0.0335,0,232267,20,1962,1962-11,Vocal
0.32,0.0955,0.0963,110.034,-16.976,1,2,0.893,0.0061,0.12,0.04,0,228293,17,1962,1962-03,Vocal
0.218,0.112,0.143,143.408,-15.431,1,7,0.871,0.000158,0.416,0.0376,0,201667,18,1962,1962-10,Vocal
0.49,0.279,0.473,127.029,-15.597,1,0,0.55,0,0.403,0.0447,0,157373,21,1963,1963-08,Vocal
0.185,0.19,0.147,77.969,-12.349,1,8,0.696,0,0.0588,0.0297,0,176947,21,1963,1963-05,Vocal
0.566,0.305,0.533,126.538,-12.79,1,7,0.735,0,0.084,0.0356,0,194333,25,1964,1964,Vocal
0.413,0.345,0.453,86.649,-12.225,1,8,0.395,0,0.367,0.039,0,146773,22,1964,1964-08,Vocal
0.757,0.195,0.8,126.041,-13.908,1,5,0.768,0,0.0293,0.0405,0,111227,24,1964,1964,Vocal
0.574,0.66,0.751,91.881,-8.228,1,8,0.369,0,0.267,0.0692,0,165293,21,1964,1964-08,Vocal
0.242,0.174,0.104,119.656,-15.775,1,9,0.842,0.00000542,0.0736,0.0373,0,209133,24,1965,1965-08,Vocal
0.399,0.654,0.59,168.631,-6.11,0,5,0.259,0,0.357,0.11,0,184773,25,1966,1966-07,Vocal
0.186,0.165,0.187,88.193,-15.806,0,5,0.783,0,0.368,0.033,0,207640,25,1966,1966-03,Vocal
0.567,0.539,0.592,119.145,-6.599,1,8,0.569,0,0.201,0.0404,0,151520,31,1966,1966-05,Vocal
0.348,0.291,0.353,105.226,-12.124,1,3,0.629,0,0.907,0.0665,0,198573,25,1966,1966-07,Vocal
0.255,0.213,0.258,68.574,-16.206,1,7,0.893,0,0.968,0.0706,0,177080,25,1966,1966-07,Vocal
0.271,0.211,0.271,87.989,-14.378,1,3,0.716,0,0.13,0.0289,0,167907,25,1966,1966-03,Vocal
0.426,0.166,0.307,108.566,-17.243,1,0,0.768,0.0000535,0.181,0.0317,0,204067,37,1969,1969-08,Vocal
0.245,0.191,0.164,83.532,-13.659,0,7,0.842,0.0000136,0.131,0.0304,0,214000,36,1969,1969-03,Vocal
0.456,0.532,0.89,156.562,-5.871,0,7,0.485,0,0.0605,0.0361,0,176533,35,1969,1969-03,Vocal
0.348,0.186,0.207,79.196,-16.408,0,7,0.739,0.0646,0.102,0.028,0,185333,35,1969,1969-03,Vocal
0.53,0.286,0.674,127.541,-10.318,1,9,0.626,0,0.0597,0.0351,0,181733,39,1995,1/1/95,Vocal
0.279,0.454,0.216,150.661,-7.733,1,2,0.395,0,0.198,0.0316,0,274933,60,2015,4/21/15,Vocal
0.199,0.0763,0.0396,86.989,-17.902,1,5,0.953,0.00239,0.122,0.0355,0,227733,15,1957,1957,Vocal
0.392,0.5,0.567,185.063,-8.304,0,9,0.715,0,0.24,0.0637,0,175070,16,1958,1958-01,Vocal
0.216,0.175,0.0506,120.888,-14.675,1,0,0.933,0.00627,0.102,0.0372,0,313573,15,1958,1/1/58,Vocal
0.55,0.358,0.429,117.747,-8.027,0,5,0.38,0,0.108,0.0355,0,207474,15,1958,1958-01,Vocal
0.151,0.223,0.0873,165.705,-10.595,1,10,0.877,0.000492,0.872,0.0335,0,198170,15,1958,1958-01,Vocal
0.566,0.312,0.526,126.425,-12.248,0,10,0.593,0,0.069,0.0398,0,162067,15,1961,1961-07,Vocal
0.385,0.214,0.26,130.558,-11.693,1,0,0.685,0.00000739,0.133,0.0305,0,186733,16,1961,1961-07,Vocal
0.422,0.205,0.568,75.656,-14.054,0,7,0.551,0,0.207,0.028,0,179093,15,1961,1961-07,Vocal
0.169,0.23,0.175,82.537,-13.714,1,6,0.718,0.000155,0.143,0.0353,0,162040,18,1962,1962,Vocal
0.231,0.147,0.139,81.493,-16.793,1,11,0.885,0.00255,0.207,0.0336,0,197533,16,1962,1962-10,Vocal
0.195,0.145,0.14,83.694,-16.324,1,9,0.819,0.00367,0.317,0.0323,0,189600,16,1962,1962-03,Vocal
0.563,0.144,0.451,102.149,-13.701,1,5,0.797,0,0.184,0.0301,0,154840,16,1962,12/10/62,Vocal
0.294,0.11,0.103,133.247,-16.587,1,8,0.929,0,0.139,0.0334,0,197707,16,1962,1962-10,Vocal
0.287,0.12,0.267,108.822,-18.019,0,5,0.725,0.000019,0.109,0.0371,0,170573,16,1962,1962-03,Vocal
0.278,0.209,0.184,111.428,-15.421,0,4,0.735,0.0128,0.248,0.0311,0,239573,15,1962,1962-03,Vocal
0.371,0.0711,0.346,66.967,-19.32,1,1,0.883,0.0000249,0.335,0.0321,0,206133,24,1963,1963-08,Vocal
0.235,0.136,0.22,79.693,-18.374,0,9,0.863,0.000017,0.127,0.0317,0,209067,20,1963,1963-08,Vocal
0.645,0.286,0.523,125.481,-14.586,0,5,0.551,0,0.0878,0.0486,0,168267,21,1964,1964-08,Vocal
0.499,0.412,0.667,131.758,-13.106,0,5,0.786,0,0.107,0.0549,0,136267,21,1964,1964-11,Vocal
0.225,0.167,0.206,94.173,-16.623,1,9,0.598,0.00000383,0.372,0.0335,0,165827,20,1964,1964-11,Vocal
0.262,0.115,0.372,84.163,-17.987,1,5,0.79,0,0.197,0.0354,0,206373,23,1964,1964,Vocal
0.202,0.154,0.252,94.46,-16.443,1,3,0.71,0.0000416,0.143,0.0332,0,233040,25,1964,1964,Vocal
0.224,0.186,0.192,73.919,-15.697,0,9,0.838,0.000028,0.11,0.0321,0,209267,23,1964,1964,Vocal
0.614,0.349,0.726,131.817,-14.592,1,5,0.744,0,0.165,0.0379,0,188000,19,1964,1964-11,Vocal
0.538,0.351,0.848,76.015,-13.824,1,8,0.256,0,0.147,0.029,0,146600,20,1965,1965-12,Vocal
0.444,0.431,0.408,78.25,-10.47,1,8,0.55,0.000432,0.84,0.0772,0,264267,24,1966,1966-07,Vocal
0.424,0.398,0.54,89.584,-11.191,1,0,0.487,0,0.57,0.0329,0,192307,24,1966,1966-03,Vocal
0.334,0.879,0.628,82.9,-6.859,1,10,0.48,0,0.327,0.145,0,143640,26,1966,1966-05,Vocal
0.327,0.421,0.62,132.674,-10.491,1,0,0.7,0,0.103,0.0349,0,155720,28,1967,1967-08,Vocal
0.345,0.619,0.451,111.535,-9.717,1,10,0.42,0.00000331,0.246,0.043,0,182147,29,1967,1967-08,Vocal
0.576,0.282,0.816,125.927,-19.255,1,8,0.647,0,0.0378,0.0387,0,175333,33,1968,1968-11,Vocal
0.589,0.369,0.529,132.954,-8.678,0,5,0.855,0,0.352,0.0321,0,201200,58,2015,4/21/15,Vocal
0.472,0.167,0.353,67.998,-17.558,1,3,0.963,0.00000232,0.203,0.0307,0,157267,21,1958,1958,Vocal
0.314,0.23,0.205,135.553,-14.882,1,1,0.89,0.00000509,0.14,0.0395,0,198107,13,1958,1958,Vocal
0.632,0.424,0.935,118.783,-12.265,1,7,0.713,0,0.258,0.0476,0,119533,15,1961,1961,Vocal
0.612,0.362,0.827,150.154,-15.082,0,2,0.835,0,0.345,0.0794,0,142867,1,1951,1951,Vocal
0.27,0.351,0.411,146.211,-10.882,1,2,0.797,0.0000898,0.146,0.0326,0,176640,7,1955,2/14/55,Vocal
0.528,0.21,0.455,107.965,-16.436,1,3,0.924,0,0.115,0.0353,0,193227,16,1958,1958,Vocal
0.251,0.297,0.487,146.792,-13.861,1,2,0.887,0.00000331,0.73,0.0329,0,175027,15,1958,1958,Vocal
0.404,0.266,0.575,111.574,-14.668,1,2,0.916,0.0000426,0.242,0.031,0,152293,14,1958,1958,Vocal
0.441,0.142,0.396,137.748,-14.019,1,1,0.932,0.0000159,0.0852,0.0404,0,211600,1,1951,1951,Vocal
0.319,0.226,0.505,114.942,-16.636,1,2,0.953,0,0.561,0.0363,0,145093,14,1958,1958,Vocal
0.493,0.517,0.316,127.372,-9.835,0,4,0.537,0,0.212,0.0366,0,188560,19,1963,11/12/63,Vocal
0.722,0.141,0.585,132.936,-14.328,1,0,0.93,0,0.465,0.0531,0,161933,1,1951,1951,Vocal
0.333,0.222,0.273,135.693,-14.13,1,1,0.851,0.00000283,0.124,0.034,0,198467,8,1957,1957,Vocal
0.489,0.211,0.472,149.745,-15.093,1,3,0.924,0,0.119,0.0564,0,194827,0,1951,1951,Vocal
0.532,0.356,0.891,168.364,-8.971,1,5,0.795,0,0.122,0.0314,0,150040,3,1955,2/14/55,Vocal
0.534,0.476,0.418,134.369,-9.735,0,0,0.597,0,0.249,0.0505,0,147560,19,1963,11/12/63,Vocal
0.699,0.399,0.808,97.411,-11.815,1,0,0.786,0,0.159,0.0581,0,150067,13,1962,11/12/62,Vocal
0.408,0.292,0.409,141.044,-11.885,1,3,0.971,0.0000221,0.122,0.0371,0,159773,40,1955,2/14/55,Vocal
0.364,0.256,0.308,140.11,-10.258,1,1,0.956,0,0.184,0.0317,0,127707,38,1955,2/14/55,Vocal
0.617,0.53,0.779,104.077,-12.799,0,5,0.835,0,0.377,0.0294,0,120440,48,1961,3/20/61,Vocal
0.596,0.548,0.813,104.048,-11.681,0,5,0.852,0,0.359,0.0301,0,120533,6,1937,1937,Vocal
0.402,0.159,0.282,67.796,-18.598,1,1,0.977,0.0000176,0.155,0.0306,0,130893,41,1958,1958,Vocal
0.46,0.335,0.932,201.337,-9.442,1,0,0.788,0,0.0699,0.0373,0,154147,21,1955,2/14/55,Vocal
0.567,0.339,0.404,138.43,-9.056,1,5,0.832,0.00000107,0.399,0.0337,0,190360,20,1955,2/14/55,Vocal
0.558,0.301,0.473,123.624,-15.253,1,2,0.864,0,0.16,0.0362,0,174693,34,1958,1958,Vocal
0.504,0.265,0.393,136.721,-16.424,1,5,0.835,0,0.604,0.0344,0,190933,29,1958,1958,Vocal
0.466,0.252,0.338,140.97,-17.869,1,3,0.935,0.00000175,0.171,0.0416,0,158360,30,1958,1958,Vocal
0.622,0.39,0.695,101.761,-14.114,0,10,0.716,0.00000275,0.377,0.0291,0,128000,28,1961,3/20/61,Vocal
0.654,0.481,0.688,148.561,-13.324,1,5,0.846,0,0.149,0.189,0,151267,25,1961,3/20/61,Vocal
0.538,0.264,0.642,135.639,-15.058,1,2,0.735,0,0.208,0.0609,0,173400,23,1961,3/20/61,Vocal
0.525,0.368,0.77,172.819,-14.697,1,5,0.718,0,0.128,0.121,0,157227,23,1961,3/20/61,Vocal
0.345,0.156,0.273,104.78,-16.17,1,2,0.911,0.0000499,0.113,0.0313,0,211107,24,1958,1958,Vocal
0.478,0.207,0.422,132.975,-15.298,1,7,0.384,0,0.0976,0.0331,0,153000,33,1974,2/7/74,Vocal
0.336,0.315,0.938,202.391,-14.154,1,0,0.801,0,0.175,0.0432,0,152307,23,1958,1958,Vocal
0.469,0.131,0.473,113.823,-16.593,1,3,0.818,0,0.161,0.0351,0,169627,23,1961,3/20/61,Vocal
0.582,0.28,0.396,109.245,-9.298,1,3,0.902,0,0.105,0.0344,0,193573,12,1955,2/14/55,Vocal
0.572,0.273,0.43,80.236,-14.906,0,5,0.777,0,0.268,0.0526,0,172840,18,1961,3/20/61,Vocal
0.455,0.105,0.439,74.458,-17.968,1,2,0.901,0,0.0925,0.033,0,150173,17,1961,3/20/61,Vocal
0.455,0.213,0.541,79.836,-16.277,1,3,0.769,0,0.107,0.0308,0,144267,18,1961,3/20/61,Vocal
0.563,0.154,0.436,93.078,-15.297,0,4,0.811,0,0.0995,0.0271,0,146067,18,1961,3/20/61,Vocal
0.438,0.547,0.851,78.497,-14.977,1,1,0.758,0,0.362,0.168,0,158467,16,1961,3/20/61,Vocal
0.75,0.331,0.767,107.828,-15.94,1,8,0.703,0,0.159,0.0475,0,136973,18,1961,3/20/61,Vocal
0.271,0.249,0.345,67.936,-11.623,0,9,0.98,0.0217,0.171,0.0396,0,173667,56,2013,3/11/13,Vocal
0.29,0.138,0.346,95.029,-14.88,0,2,0.882,0.00000528,0.0766,0.0358,0,166973,18,1951,11/11/51,Vocal
0.354,0.241,0.408,135.646,-13.811,1,5,0.889,0.000274,0.165,0.0334,0,294067,52,1952,4/11/52,Vocal
0.384,0.222,0.498,135.68,-15.76,1,5,0.869,0.0000551,0.159,0.0351,0,256160,32,1952,4/11/52,Vocal
0.217,0.108,0.12,121.012,-20.572,0,5,0.979,0.309,0.0804,0.0386,0,285000,30,1952,4/11/52,Vocal
0.456,0.48,0.748,91.506,-10.315,1,10,0.775,0.00000443,0.249,0.272,0,186800,27,1952,4/11/52,Vocal
0.449,0.385,0.779,90.225,-12.946,1,1,0.772,0,0.242,0.149,0,185827,22,1952,4/11/52,Vocal
0.175,0.0869,0.14,78.764,-18.019,1,10,0.926,0.00545,0.0978,0.0375,0,266000,26,1952,4/11/52,Vocal
0.506,0.466,0.927,110.521,-11.779,0,0,0.805,0.00000986,0.201,0.0524,0,103093,25,1952,4/11/52,Vocal
0.307,0.39,0.289,89.626,-9.407,1,3,0.918,0.000121,0.0815,0.0461,0,411867,24,1952,4/11/52,Vocal
0.23,0.201,0.125,120.764,-13.362,0,0,0.981,0.142,0.166,0.036,0,213493,17,1952,4/11/52,Vocal
0.495,0.422,0.916,123.752,-13.58,0,0,0.783,0.000101,0.223,0.0669,0,102133,16,1952,4/11/52,Vocal
0.515,0.135,0.533,100.076,-12.209,1,2,0.972,0,0.697,0.0481,0,149893,30,1954,1/1/54,Vocal
0.602,0.277,0.695,130.579,-13.349,1,7,0.834,0.000312,0.18,0.0894,0,225733,13,1951,11/11/51,Vocal
0.135,0.0649,0.14,59.425,-23.151,0,0,0.953,0.221,0.115,0.0411,0,227427,10,1951,11/11/51,Vocal
0.415,0.295,0.334,170.632,-11.912,1,5,0.826,0.0000036,0.562,0.0769,0,223933,12,1951,11/11/51,Vocal
0.396,0.231,0.399,179.66,-11.846,1,3,0.944,0.00002,0.0952,0.0399,0,167840,12,1951,11/11/51,Vocal
0.135,0.0649,0.14,59.425,-23.151,0,0,0.953,0.221,0.115,0.0411,0,227427,11,1951,11/11/51,Vocal
0.638,0.18,0.536,114.017,-17.339,1,0,0.834,0.0000129,0.137,0.0955,0,225493,11,1951,11/11/51,Vocal
0.276,0.0828,0.213,102.932,-17.177,1,10,0.914,0.000318,0.117,0.0342,0,206800,12,1952,4/11/52,Vocal
0.264,0.329,0.158,88.338,-10.74,1,3,0.935,0.00387,0.0741,0.0496,0,794267,8,1952,4/11/52,Vocal
0.25,0.0552,0.128,49.076,-25.425,0,0,0.97,0.509,0.132,0.0378,0,76773,6,1951,11/11/51,Vocal
0.16,0.12,0.162,169.722,-15.244,1,5,0.915,0.00024,0.28,0.0367,0,92867,7,1952,4/11/52,Vocal
0.586,0.059,0.29,126.627,-19.701,1,2,0.963,0,0.0826,0.0917,0,196133,6,1952,4/11/52,Vocal
0.312,0.159,0.558,79.22,-21.485,1,2,0.888,0.0112,0.284,0.0327,0,58400,4,1951,11/11/51,Vocal
0.261,0.192,0.292,84.022,-15.095,0,0,0.842,0.0000169,0.154,0.0431,0,262000,11,1954,9/8/54,Vocal
0.62,0.193,0.53,91.804,-11.332,0,11,0.93,0,0.864,0.0383,0,155333,15,1954,1/1/54,Vocal
0.55,0.31,0.428,126.863,-15.803,1,7,0.875,0.000096,0.114,0.207,0,317933,9,1954,9/8/54,Vocal
0.134,0.122,0.0851,85.481,-19.315,1,8,0.952,0.529,0.0919,0.0401,0,395160,7,1954,9/8/54,Vocal
0.124,0.0685,0.0883,83.86,-20.335,0,6,0.944,0.07,0.458,0.0361,0,253667,3,1954,9/8/54,Vocal
0.107,0.0816,0.0647,83.706,-21.029,1,4,0.947,0.00269,0.0858,0.0389,0,259400,3,1954,9/8/54,Vocal
0.679,0.391,0.869,107.984,-13.235,1,7,0.787,0,0.0547,0.0508,0,99591,3,1954,1/23/54,Vocal
0.547,0.155,0.507,107.586,-17.819,1,3,0.754,0,0.96,0.371,0,309747,18,1959,7/1/59,Vocal
0.383,0.0426,0.192,112.156,-20.638,1,4,0.977,0.000656,0.111,0.0558,0,200495,11,1956,1/20/56,Vocal
0.394,0.537,0.308,91.718,-10.961,1,3,0.948,0,0.782,0.155,0,200040,12,1959,12/31/59,Vocal
0.743,0.473,0.867,144.327,-14.562,1,5,0.65,0,0.855,0.851,0,267747,14,1959,7/1/59,Vocal
0.89,0.898,0.822,108.757,-11.88,1,6,0.863,0,0.113,0.15,0,119680,11,1956,1/20/56,Vocal
0.574,0.666,0.381,77.907,-12.874,1,8,0.765,0.00000159,0.809,0.831,0,761853,15,1959,7/1/59,Vocal
0.432,0.282,0.647,154.653,-13.432,1,9,0.656,0,0.672,0.093,0,243213,14,1959,7/1/59,Vocal
0.453,0.0491,0.278,96.161,-18.482,1,7,0.883,0,0.66,0.0449,0,294360,13,1959,7/1/59,Vocal
0.499,0.423,0.577,175.816,-13.25,1,6,0.703,0,0.973,0.643,0,274053,13,1959,7/1/59,Vocal
0.308,0.282,0.281,180.804,-13.994,0,4,0.765,0.000222,0.106,0.103,0,241920,14,1959,7/1/59,Vocal
0.654,0.277,0.642,142.895,-13.129,0,5,0.729,0,0.693,0.388,0,257013,14,1959,7/1/59,Vocal
0.561,0.309,0.685,117.448,-15.867,1,9,0.881,0,0.13,0.0397,0,192707,21,1965,5/19/65,Vocal
0.596,0.292,0.315,102.122,-14.666,1,10,0.782,0.0000432,0.116,0.027,0,295440,25,1967,5/22/67,Vocal
0.393,0.0419,0.153,88.925,-22.544,1,9,0.984,0.257,0.107,0.0602,0,194613,9,1956,1/20/56,Vocal
0.311,0.114,0.361,89.97,-17.861,1,10,0.942,0.00127,0.123,0.0348,0,262218,13,1957,3/22/57,Vocal
0.595,0.306,0.534,87.236,-16.554,1,7,0.721,0,0.791,0.943,0,389013,13,1959,7/1/59,Vocal
0.2,0.0324,0.0389,87.087,-21.938,1,2,0.917,0.00000373,0.0883,0.0399,0,324533,13,1959,7/1/59,Vocal
0.433,0.101,0.171,102.565,-19.161,1,2,0.899,0.000178,0.358,0.0352,0,232053,12,1959,7/1/59,Vocal
0.576,0.195,0.595,77.834,-20.009,1,2,0.958,0.000115,0.104,0.0377,0,172280,21,1965,5/19/65,Vocal
0.738,0.28,0.689,118.174,-12.874,1,7,0.78,0,0.0629,0.0459,0,188267,22,1972,1972,Vocal
0.602,0.581,0.543,89.603,-11.322,1,11,0.903,0,0.224,0.511,0,292669,7,1956,1/20/56,Vocal
0.404,0.234,0.561,88.176,-11.532,1,9,0.467,0,0.104,0.0454,0,195926,9,1957,3/22/57,Vocal
0.434,0.102,0.508,86.638,-21.304,1,2,0.913,0,0.763,0.118,0,186760,12,1959,7/1/59,Vocal
0.687,0.363,0.679,70.048,-11.271,1,7,0.878,0,0.0837,0.221,0,24593,0,1954,1/23/54,Vocal
0.584,0.115,0.248,117.177,-18.611,0,7,0.97,0.0243,0.109,0.037,0,221454,7,1956,1/20/56,Vocal
0.341,0.0573,0.258,80.762,-18.802,1,7,0.991,0,0.0983,0.0385,0,322536,7,1956,1/20/56,Vocal
0.576,0.377,0.915,91.068,-12.658,1,5,0.816,0,0.0791,0.053,0,164049,11,1957,8/16/57,Vocal
0.6,0.479,0.969,84.279,-10.661,1,4,0.622,0,0.09,0.175,0,165077,11,1957,8/16/57,Vocal
0.213,0.0592,0.0418,93.189,-18.84,0,1,0.891,0,0.403,0.0361,0,310627,11,1959,7/1/59,Vocal
0.361,0.146,0.174,100.835,-16.471,1,0,0.875,0.00225,0.853,0.0438,0,412413,12,1959,7/1/59,Vocal
0.228,0.0853,0.042,95.65,-21.262,0,1,0.99,0.496,0.102,0.0398,0,356239,8,1956,1/20/56,Vocal
0.434,0.0157,0.134,122.539,-17.914,0,11,0.963,0,0.0909,0.0528,0,223663,8,1956,1/20/56,Vocal
0.441,0.332,0.637,121.675,-14.013,1,3,0.963,0,0.108,0.0406,0,200478,13,1957,8/16/57,Vocal
0.456,0.0266,0.401,108.755,-24.92,1,5,0.984,0.0379,0.108,0.0522,0,225746,10,1957,8/16/57,Vocal
0.225,0.0639,0.0501,96.039,-24.003,1,4,0.968,0.000083,0.69,0.0449,0,229453,10,1959,7/1/59,Vocal
0.262,0.153,0.151,85.991,-19.642,1,5,0.958,0.253,0.106,0.0387,0,184533,9,1962,1962,Vocal
0.681,0.382,0.965,90.724,-12.975,1,5,0.859,0,0.102,0.042,0,176546,10,1957,8/16/57,Vocal
0.471,0.139,0.576,125.975,-17.175,1,5,0.966,0.0000023,0.111,0.0387,0,168195,10,1957,8/16/57,Vocal
0.48,0.31,0.903,148.101,-13.005,1,5,0.938,0,0.265,0.0332,0,210666,9,1957,8/16/57,Vocal
0.592,0.0404,0.807,109.231,-18.868,0,9,0.794,0,0.0972,0.104,0,169467,10,1959,7/1/59,Vocal
0.62,0.055,0.555,122.808,-21.859,0,9,0.788,0.000106,0.102,0.106,0,175724,15,1959,6/26/59,Vocal
0.227,0.178,0.195,67.832,-13.032,1,0,0.853,0.000139,0.383,0.0339,0,331429,14,1957,3/22/57,Vocal
0.352,0.585,0.881,195.518,-8.68,1,5,0.675,0,0.129,0.0489,0,237107,7,1959,12/31/59,Vocal
0.536,0.0159,0.255,84.882,-26.189,1,3,0.955,0.043,0.0835,0.0331,0,220511,14,1959,6/26/59,Vocal
0.646,0.507,0.814,128.719,-10.37,0,4,0.304,0,0.319,0.0346,0,239693,9,1962,3/23/62,Vocal
0.605,0.868,0.815,116.437,-7.476,1,5,0.747,0,0.377,0.25,0,219080,39,2001,2001,Vocal
0.797,0.105,0.419,122.545,-16.881,1,1,0.885,0.000116,0.108,0.0969,0,183133,63,1956,1956,Vocal
0.596,0.142,0.695,144.424,-19.882,1,2,0.962,0.0000171,0.093,0.0867,0,184907,48,1956,1956,Vocal
0.605,0.434,0.96,86.938,-9.879,0,1,0.702,0,0.0793,0.405,0,215838,44,1956,1/20/56,Vocal
0.707,0.505,0.803,140.944,-13.643,0,6,0.101,0,0.173,0.338,0,214480,38,1956,1956,Vocal
0.433,0.322,0.497,99.202,-14.105,1,2,0.898,0.00000975,0.23,0.0376,0,204904,44,1957,8/16/57,Vocal
0.594,0.889,0.8,116.187,-7.775,1,5,0.768,0,0.124,0.246,0,221704,62,1961,7/21/61,Vocal
0.677,0.289,0.86,172.576,-13.81,1,6,0.97,0,0.18,0.125,0,170560,34,1956,1956,Vocal
0.588,0.201,0.687,150.027,-15.31,1,2,0.867,0,0.164,0.0443,0,186533,33,1956,1956,Vocal
0.726,0.347,0.757,95.374,-13.596,1,2,0.739,0.0000246,0.0834,0.189,0,156667,32,1956,1956,Vocal
0.552,0.524,0.901,87.706,-10.324,1,4,0.815,0,0.14,0.119,0,199661,37,1957,8/16/57,Vocal
0.853,0.676,0.86,105.917,-11.363,1,2,0.706,0,0.279,0.281,0,173267,28,1956,1956,Vocal
0.76,0.0455,0.661,118.79,-20.777,1,1,0.928,0.0166,0.132,0.165,0,124427,29,1956,1956,Vocal
0.547,0.207,0.699,176.091,-16.829,1,4,0.861,0,0.312,0.0716,0,162800,28,1956,1956,Vocal
0.633,0.373,0.89,92.4,-13.208,1,10,0.941,0,0.124,0.338,0,195067,27,1956,1956,Vocal
0.626,0.408,0.777,168.516,-10.798,1,10,0.713,0,0.652,0.163,0,159440,27,1956,1956,Vocal
